trade_date,session,version,scenario,condition,direction,ref_price,fired,first_touch_ct,window_start_ct,window_end_ct,window_min
2026-08-20,NY,2,S1,acceptance,short,29433.75,FIRED,08-20 09:47,08-20 08:47,08-20 15:00,372
2026-08-20,NY,2,S2,reject,short,29617.0,NOT_FIRED,,08-20 08:47,08-20 15:00,372
2026-08-20,NY,2,S3,acceptance,short,29375.75,FIRED,08-20 08:48,08-20 08:47,08-20 15:00,372
2026-08-21,LONDON,1,S1,sweep_reclaim,long,29346.0,NOT_FIRED,,08-21 02:03,08-21 02:17,14
2026-08-21,LONDON,1,S2,reject,short,29402.25,FIRED,08-21 02:04,08-21 02:03,08-21 02:17,14
2026-08-21,LONDON,1,S3,acceptance,short,29358.25,NOT_FIRED,,08-21 02:03,08-21 02:17,14
2026-08-21,LONDON,2,S1,reject,short,29415.5,FIRED,08-21 03:07,08-21 02:17,08-21 04:49,152
2026-08-21,LONDON,2,S2,breakout_retest,short,29358.25,NOT_FIRED,,08-21 02:17,08-21 04:49,152
2026-08-21,LONDON,2,S3,reclaim,long,29415.5,FIRED,08-21 03:07,08-21 02:17,08-21 04:49,152
2026-08-21,LONDON,3,S1,reclaim,long,29483.25,FIRED,08-21 04:51,08-21 04:49,08-21 08:22,214
2026-08-21,LONDON,3,S2,acceptance,short,29470.25,FIRED,08-21 05:20,08-21 04:49,08-21 08:22,214
2026-08-21,LONDON,3,S3,hold,long,29358.25,NOT_FIRED,,08-21 04:49,08-21 08:22,214
2026-08-21,LONDON,4,S1,reject,short,29470.25,FIRED,08-21 08:28,08-21 08:22,08-21 08:30,7
2026-08-21,LONDON,4,S2,breakout_retest,short,29358.25,NOT_FIRED,,08-21 08:22,08-21 08:30,7
2026-08-21,LONDON,4,S3,reclaim,long,29470.25,FIRED,08-21 08:28,08-21 08:22,08-21 08:30,7
2026-08-21,NY,1,S1,reject,short,29470.25,FIRED,08-21 08:30,08-21 08:29,08-21 15:00,391
2026-08-21,NY,1,S2,acceptance,short,29358.25,FIRED,08-21 08:33,08-21 08:29,08-21 15:00,391
2026-08-21,NY,1,S3,breakout_retest,short,29273.5,FIRED,08-21 08:54,08-21 08:29,08-21 15:00,391
2026-08-24,ASIA,1,S1,reject,short,29186.88,NOT_FIRED,,08-24 17:04,08-24 17:37,33
2026-08-24,ASIA,1,S2,acceptance,short,29116.0,FIRED,08-24 17:31,08-24 17:04,08-24 17:37,33
2026-08-24,ASIA,1,S3,breakout_retest,short,29125.0,FIRED,08-24 17:07,08-24 17:04,08-24 17:37,33
2026-08-24,ASIA,3,S1,breakout_retest,short,29110.25,FIRED,08-24 18:27,08-24 18:02,08-24 22:39,277
2026-08-24,ASIA,3,S2,reject,short,29152.25,FIRED,08-24 20:38,08-24 18:02,08-24 22:39,277
2026-08-24,ASIA,3,S3,sweep_reclaim,long,29082.5,FIRED,08-24 18:42,08-24 18:02,08-24 22:39,277
2026-08-24,ASIA,4,S1,reject,short,29154.38,FIRED,08-24 22:49,08-24 22:39,08-25 01:30,171
2026-08-24,ASIA,4,S2,reject,short,29175.0,FIRED,08-24 22:42,08-24 22:39,08-25 01:30,171
2026-08-24,ASIA,4,S3,breakout_retest,short,29132.25,NOT_FIRED,,08-24 22:39,08-25 01:30,171
2026-08-24,NY,1,S1,reject,short,29263.25,NOT_FIRED,,08-24 08:31,08-24 08:54,23
2026-08-24,NY,1,S2,breakout_retest,short,29192.0,NOT_FIRED,,08-24 08:31,08-24 08:54,23
2026-08-24,NY,1,S3,sweep_reclaim,long,29116.75,FIRED,08-24 08:32,08-24 08:31,08-24 08:54,23
2026-08-24,NY,2,S1,acceptance,short,28976.25,FIRED,08-24 09:02,08-24 08:54,08-24 09:52,58
2026-08-24,NY,2,S2,reject,short,29082.5,FIRED,08-24 09:36,08-24 08:54,08-24 09:52,58
2026-08-24,NY,2,S3,sweep_reclaim,long,28842.5,NOT_FIRED,,08-24 08:54,08-24 09:52,58
2026-08-24,NY,3,S1,reject,short,29116.75,FIRED,08-24 10:29,08-24 09:52,08-24 10:38,46
2026-08-24,NY,3,S2,acceptance,short,29082.5,FIRED,08-24 09:53,08-24 09:52,08-24 10:38,46
2026-08-24,NY,3,S3,reject,short,29220.25,NOT_FIRED,,08-24 09:52,08-24 10:38,46
2026-08-24,NY,4,S1,reject,short,29220.25,NOT_FIRED,,08-24 10:38,08-24 10:56,18
2026-08-24,NY,4,S2,breakout_retest,short,29124.75,NOT_FIRED,,08-24 10:38,08-24 10:56,18
2026-08-24,NY,4,S3,reclaim,long,29220.25,NOT_FIRED,,08-24 10:38,08-24 10:56,18
2026-08-24,NY,5,S1,reject,short,29173.0,FIRED,08-24 11:00,08-24 10:56,08-24 11:03,7
2026-08-24,NY,5,S2,acceptance,short,29116.75,NOT_FIRED,,08-24 10:56,08-24 11:03,7
2026-08-24,NY,5,S3,sweep_reclaim,long,29116.75,NOT_FIRED,,08-24 10:56,08-24 11:03,7
2026-08-24,NY,6,S1,acceptance,short,29146.75,NOT_FIRED,,08-24 11:03,08-24 11:10,6
2026-08-24,NY,6,S2,reject,short,29220.25,NOT_FIRED,,08-24 11:03,08-24 11:10,6
2026-08-24,NY,6,S3,reject,short,29263.25,NOT_FIRED,,08-24 11:03,08-24 11:10,6
2026-08-24,NY,7,S1,reject,short,29220.25,NOT_FIRED,,08-24 11:10,08-24 11:19,9
2026-08-24,NY,7,S2,acceptance,short,29150.0,NOT_FIRED,,08-24 11:10,08-24 11:19,9
2026-08-24,NY,7,S3,sweep_reclaim,long,29116.75,NOT_FIRED,,08-24 11:10,08-24 11:19,9
2026-08-24,NY,8,S1,acceptance,short,29150.0,FIRED,08-24 12:21,08-24 11:19,08-24 15:00,220
2026-08-24,NY,8,S2,reject,short,29220.25,FIRED,08-24 11:22,08-24 11:19,08-24 15:00,220
2026-08-24,NY,8,S3,sweep_reclaim,long,29082.5,NOT_FIRED,,08-24 11:19,08-24 15:00,220
2026-08-25,ASIA,1,S1,breakout_retest,long,29310.0,NOT_FIRED,,08-25 17:05,08-25 17:29,24
2026-08-25,ASIA,1,S2,hold,long,29283.5,FIRED,08-25 17:21,08-25 17:05,08-25 17:29,24
2026-08-25,ASIA,1,S3,hold,long,29243.75,NOT_FIRED,,08-25 17:05,08-25 17:29,24
2026-08-25,ASIA,1,S4,sweep_reclaim,long,29199.75,NOT_FIRED,,08-25 17:05,08-25 17:29,24
2026-08-25,ASIA,3,S1,reclaim,long,29280.0,FIRED,08-25 18:09,08-25 18:08,08-25 18:15,7
2026-08-25,ASIA,3,S2,breakout_retest,long,29310.0,NOT_FIRED,,08-25 18:08,08-25 18:15,7
2026-08-25,ASIA,3,S3,reject,short,29310.0,NOT_FIRED,,08-25 18:08,08-25 18:15,7
2026-08-25,ASIA,3,S4,acceptance,short,29261.25,NOT_FIRED,,08-25 18:08,08-25 18:15,7
2026-08-25,ASIA,4,S1,sweep_reclaim,long,29273.75,FIRED,08-25 18:16,08-25 18:15,08-25 18:22,7
2026-08-25,ASIA,4,S2,breakout_retest,long,29310.0,NOT_FIRED,,08-25 18:15,08-25 18:22,7
2026-08-25,ASIA,4,S3,breakout_retest,short,29254.75,NOT_FIRED,,08-25 18:15,08-25 18:22,7
2026-08-25,ASIA,5,S1,sweep_reclaim,long,29272.25,NOT_FIRED,,08-25 18:22,08-25 18:45,23
2026-08-25,ASIA,5,S2,breakout_retest,long,29310.0,NOT_FIRED,,08-25 18:22,08-25 18:45,23
2026-08-25,ASIA,5,S3,acceptance,short,29272.25,NOT_FIRED,,08-25 18:22,08-25 18:45,23
2026-08-25,ASIA,5,S4,reject,short,29310.0,NOT_FIRED,,08-25 18:22,08-25 18:45,23
2026-08-25,ASIA,6,S1,sweep_reclaim,long,29231.0,NOT_FIRED,,08-25 18:45,08-25 18:52,8
2026-08-25,ASIA,6,S2,reject,short,29243.75,NOT_FIRED,,08-25 18:45,08-25 18:52,8
2026-08-25,ASIA,6,S3,acceptance,long,29310.0,NOT_FIRED,,08-25 18:45,08-25 18:52,8
2026-08-25,ASIA,6,S4,acceptance,short,29199.75,NOT_FIRED,,08-25 18:45,08-25 18:52,8
2026-08-25,ASIA,7,S1,sweep_reclaim,long,29218.25,FIRED,08-25 18:53,08-25 18:52,08-25 19:35,42
2026-08-25,ASIA,7,S2,breakout_retest,short,29199.75,FIRED,08-25 19:00,08-25 18:52,08-25 19:35,42
2026-08-25,ASIA,7,S3,acceptance,long,29243.75,NOT_FIRED,,08-25 18:52,08-25 19:35,42
2026-08-25,ASIA,7,S4,reject,short,29310.0,NOT_FIRED,,08-25 18:52,08-25 19:35,42
2026-08-25,ASIA,10,S1,breakout_retest,short,29212.5,NOT_FIRED,,08-25 23:55,08-26 00:04,9
2026-08-25,ASIA,10,S2,reject,short,29310.0,NOT_FIRED,,08-25 23:55,08-26 00:04,9
2026-08-25,ASIA,10,S3,acceptance,short,29154.38,NOT_FIRED,,08-25 23:55,08-26 00:04,9
2026-08-25,ASIA,11,S1,reject,short,29310.0,NOT_FIRED,,08-26 00:04,08-26 00:29,25
2026-08-25,ASIA,11,S2,acceptance,short,29095.5,NOT_FIRED,,08-26 00:04,08-26 00:29,25
2026-08-25,ASIA,11,S3,hold,long,29250.25,FIRED,08-26 00:05,08-26 00:04,08-26 00:29,25
2026-08-25,ASIA,12,S1,reject,short,29310.0,NOT_FIRED,,08-26 00:29,08-26 01:02,33
2026-08-25,ASIA,12,S2,acceptance,short,29228.5,FIRED,08-26 00:54,08-26 00:29,08-26 01:02,33
2026-08-25,ASIA,12,S3,sweep_reclaim,long,29212.5,NOT_FIRED,,08-26 00:29,08-26 01:02,33
2026-08-25,ASIA,13,S1,acceptance,short,29228.5,FIRED,08-26 01:03,08-26 01:02,08-26 01:12,10
2026-08-25,ASIA,13,S2,reject,short,29310.0,NOT_FIRED,,08-26 01:02,08-26 01:12,10
2026-08-25,ASIA,13,S3,sweep_reclaim,long,29212.5,FIRED,08-26 01:08,08-26 01:02,08-26 01:12,10
2026-08-25,ASIA,13,S4,breakout_retest,long,29310.0,NOT_FIRED,,08-26 01:02,08-26 01:12,10
2026-08-25,ASIA,14,S1,acceptance,short,29212.5,FIRED,08-26 01:15,08-26 01:12,08-26 01:26,14
2026-08-25,ASIA,14,S2,reject,short,29228.5,FIRED,08-26 01:13,08-26 01:12,08-26 01:26,14
2026-08-25,ASIA,14,S3,acceptance,short,29145.5,NOT_FIRED,,08-26 01:12,08-26 01:26,14
2026-08-25,ASIA,14,S4,reject,short,29310.0,NOT_FIRED,,08-26 01:12,08-26 01:26,14
2026-08-25,ASIA,14,S5,acceptance,long,29310.0,NOT_FIRED,,08-26 01:12,08-26 01:26,14
2026-08-25,ASIA,15,S1,reject,short,29228.5,NOT_FIRED,,08-26 01:26,08-26 01:30,4
2026-08-25,ASIA,15,S2,breakout_retest,short,29212.5,FIRED,08-26 01:30,08-26 01:26,08-26 01:30,4
2026-08-25,ASIA,15,S3,sweep_reclaim,long,29145.5,NOT_FIRED,,08-26 01:26,08-26 01:30,4
2026-08-25,ASIA,15,S4,breakout_retest,long,29310.0,NOT_FIRED,,08-26 01:26,08-26 01:30,4
2026-08-25,LONDON,1,S1,hold,long,29243.75,FIRED,08-25 02:16,08-25 02:04,08-25 04:09,125
2026-08-25,LONDON,1,S2,reject,short,29288.0,FIRED,08-25 02:05,08-25 02:04,08-25 04:09,125
2026-08-25,LONDON,1,S3,acceptance,short,29195.0,NOT_FIRED,,08-25 02:04,08-25 04:09,125
2026-08-25,LONDON,1,S4,breakout_retest,long,29297.75,FIRED,08-25 03:23,08-25 02:04,08-25 04:09,125
2026-08-25,LONDON,1,S5,reclaim,long,29199.75,NOT_FIRED,,08-25 02:04,08-25 04:09,125
2026-08-25,LONDON,2,S1,breakout_retest,long,29327.75,FIRED,08-25 04:11,08-25 04:09,08-25 08:30,261
2026-08-25,LONDON,2,S2,hold,long,29297.75,FIRED,08-25 08:29,08-25 04:09,08-25 08:30,261
2026-08-25,LONDON,2,S3,sweep_reclaim,long,29243.75,NOT_FIRED,,08-25 04:09,08-25 08:30,261
2026-08-25,NY,1,S1,reclaim,long,29328.75,FIRED,08-25 08:36,08-25 08:35,08-25 09:36,62
2026-08-25,NY,1,S2,hold,long,29297.75,FIRED,08-25 08:57,08-25 08:35,08-25 09:36,62
2026-08-25,NY,1,S3,breakout_retest,long,29363.5,FIRED,08-25 08:35,08-25 08:35,08-25 09:36,62
2026-08-25,NY,1,S4,sweep_reclaim,long,29243.75,FIRED,08-25 09:08,08-25 08:35,08-25 09:36,62
2026-08-25,NY,2,S1,acceptance,short,29243.75,FIRED,08-25 09:38,08-25 09:36,08-25 15:00,323
2026-08-25,NY,2,S2,acceptance,short,29220.25,FIRED,08-25 09:42,08-25 09:36,08-25 15:00,323
2026-08-25,NY,2,S3,reject,short,29279.25,FIRED,08-25 10:29,08-25 09:36,08-25 15:00,323
2026-08-25,NY,2,S4,reject,short,29377.0,NOT_FIRED,,08-25 09:36,08-25 15:00,323
2026-08-26,ASIA,1,S1,breakout_retest,long,29546.75,NOT_FIRED,,08-26 17:06,08-26 18:01,55
2026-08-26,ASIA,1,S2,hold,long,29541.12,NOT_FIRED,,08-26 17:06,08-26 18:01,55
2026-08-26,ASIA,1,S3,breakout_retest,long,29553.12,FIRED,08-26 17:07,08-26 17:06,08-26 18:01,55
2026-08-26,ASIA,3,S1,sweep_reclaim,short,29628.75,FIRED,08-26 19:07,08-26 19:02,08-26 19:52,51
2026-08-26,ASIA,3,S2,acceptance,short,29611.0,FIRED,08-26 19:06,08-26 19:02,08-26 19:52,51
2026-08-26,ASIA,3,S3,reject,short,29638.0,NOT_FIRED,,08-26 19:02,08-26 19:52,51
2026-08-26,ASIA,4,S1,reject,short,29502.88,NOT_FIRED,,08-26 19:52,08-26 20:13,21
2026-08-26,ASIA,4,S2,breakout_retest,short,29464.0,FIRED,08-26 20:02,08-26 19:52,08-26 20:13,21
2026-08-26,ASIA,4,S3,sweep_reclaim,short,29525.12,NOT_FIRED,,08-26 19:52,08-26 20:13,21
2026-08-26,ASIA,5,S1,sweep_reclaim,short,29485.0,FIRED,08-26 20:21,08-26 20:13,08-26 20:45,32
2026-08-26,ASIA,5,S2,reject,short,29491.71,FIRED,08-26 20:21,08-26 20:13,08-26 20:45,32
2026-08-26,ASIA,5,S3,breakout_retest,short,29470.25,FIRED,08-26 20:18,08-26 20:13,08-26 20:45,32
2026-08-26,ASIA,6,S1,reject,short,29502.88,FIRED,08-26 20:46,08-26 20:45,08-26 21:09,23
2026-08-26,ASIA,6,S2,sweep_reclaim,short,29518.25,FIRED,08-26 20:48,08-26 20:45,08-26 21:09,23
2026-08-26,ASIA,6,S3,breakout_retest,short,29491.0,NOT_FIRED,,08-26 20:45,08-26 21:09,23
2026-08-26,ASIA,7,S1,sweep_reclaim,short,29546.75,FIRED,08-26 21:31,08-26 21:09,08-26 22:06,57
2026-08-26,ASIA,7,S2,reject,short,29581.25,NOT_FIRED,,08-26 21:09,08-26 22:06,57
2026-08-26,ASIA,7,S3,acceptance,short,29539.38,FIRED,08-26 21:10,08-26 21:09,08-26 22:06,57
2026-08-26,ASIA,8,S1,sweep_reclaim,short,29554.25,FIRED,08-26 22:19,08-26 22:06,08-26 22:50,44
2026-08-26,ASIA,8,S2,sweep_reclaim,short,29591.75,NOT_FIRED,,08-26 22:06,08-26 22:50,44
2026-08-26,ASIA,8,S3,reject,short,29577.25,NOT_FIRED,,08-26 22:06,08-26 22:50,44
2026-08-26,ASIA,8,S4,acceptance,short,29541.66,FIRED,08-26 22:07,08-26 22:06,08-26 22:50,44
2026-08-26,ASIA,9,S1,reject,short,29597.25,NOT_FIRED,,08-26 22:50,08-26 23:10,20
2026-08-26,ASIA,9,S2,sweep_reclaim,short,29591.75,NOT_FIRED,,08-26 22:50,08-26 23:10,20
2026-08-26,ASIA,9,S3,breakout_retest,short,29539.75,FIRED,08-26 22:51,08-26 22:50,08-26 23:10,20
2026-08-26,ASIA,10,S1,reject,short,29539.38,FIRED,08-26 23:16,08-26 23:10,08-27 01:30,139
2026-08-26,ASIA,10,S2,sweep_reclaim,short,29577.25,NOT_FIRED,,08-26 23:10,08-27 01:30,139
2026-08-26,ASIA,10,S3,breakout_retest,short,29533.5,FIRED,08-26 23:11,08-26 23:10,08-27 01:30,139
2026-08-26,LONDON,1,S1,sweep_reclaim,short,29310.0,NOT_FIRED,,08-26 02:09,08-26 02:33,24
2026-08-26,LONDON,1,S2,breakout_retest,short,29228.5,FIRED,08-26 02:13,08-26 02:09,08-26 02:33,24
2026-08-26,LONDON,1,S3,sweep_reclaim,long,29212.5,FIRED,08-26 02:10,08-26 02:09,08-26 02:33,24
2026-08-26,LONDON,2,S1,reject,short,29212.5,FIRED,08-26 02:48,08-26 02:33,08-26 03:26,52
2026-08-26,LONDON,2,S2,breakout_retest,short,29145.5,NOT_FIRED,,08-26 02:33,08-26 03:26,52
2026-08-26,LONDON,2,S3,sweep_reclaim,long,29095.5,NOT_FIRED,,08-26 02:33,08-26 03:26,52
2026-08-26,LONDON,2,S4,sweep_reclaim,short,29310.0,NOT_FIRED,,08-26 02:33,08-26 03:26,52
2026-08-26,LONDON,3,S1,reject,short,29228.5,FIRED,08-26 03:29,08-26 03:26,08-26 03:59,34
2026-08-26,LONDON,3,S2,breakout_retest,short,29145.5,NOT_FIRED,,08-26 03:26,08-26 03:59,34
2026-08-26,LONDON,3,S3,sweep_reclaim,long,29095.5,NOT_FIRED,,08-26 03:26,08-26 03:59,34
2026-08-26,LONDON,3,S4,reclaim,long,29228.5,FIRED,08-26 03:29,08-26 03:26,08-26 03:59,34
2026-08-26,LONDON,4,S1,breakout_retest,short,29228.5,FIRED,08-26 04:00,08-26 03:59,08-26 04:30,30
2026-08-26,LONDON,4,S2,sweep_reclaim,short,29310.0,NOT_FIRED,,08-26 03:59,08-26 04:30,30
2026-08-26,LONDON,4,S3,sweep_reclaim,long,29095.5,NOT_FIRED,,08-26 03:59,08-26 04:30,30
2026-08-26,LONDON,5,S1,reject,short,29228.5,FIRED,08-26 04:54,08-26 04:30,08-26 04:59,30
2026-08-26,LONDON,5,S2,breakout_retest,short,29145.5,NOT_FIRED,,08-26 04:30,08-26 04:59,30
2026-08-26,LONDON,5,S3,sweep_reclaim,long,29085.0,NOT_FIRED,,08-26 04:30,08-26 04:59,30
2026-08-26,LONDON,5,S4,sweep_reclaim,short,29310.0,NOT_FIRED,,08-26 04:30,08-26 04:59,30
2026-08-26,LONDON,5,S5,breakout_retest,long,29310.0,NOT_FIRED,,08-26 04:30,08-26 04:59,30
2026-08-26,LONDON,6,S1,breakout_retest,short,29228.5,FIRED,08-26 05:00,08-26 04:59,08-26 05:33,33
2026-08-26,LONDON,6,S2,sweep_reclaim,short,29310.0,NOT_FIRED,,08-26 04:59,08-26 05:33,33
2026-08-26,LONDON,6,S3,breakout_retest,short,29145.5,NOT_FIRED,,08-26 04:59,08-26 05:33,33
2026-08-26,LONDON,6,S4,sweep_reclaim,long,29095.5,NOT_FIRED,,08-26 04:59,08-26 05:33,33
2026-08-26,LONDON,7,S1,hold,short,29228.5,FIRED,08-26 05:35,08-26 05:33,08-26 06:03,31
2026-08-26,LONDON,7,S2,hold,short,29145.5,NOT_FIRED,,08-26 05:33,08-26 06:03,31
2026-08-26,LONDON,7,S3,reclaim,long,29145.5,NOT_FIRED,,08-26 05:33,08-26 06:03,31
2026-08-26,LONDON,7,S4,breakout_retest,long,29228.5,FIRED,08-26 05:35,08-26 05:33,08-26 06:03,31
2026-08-26,LONDON,9,S1,breakout_retest,long,29238.25,FIRED,08-26 06:09,08-26 06:05,08-26 06:34,28
2026-08-26,LONDON,9,S2,hold,long,29212.5,NOT_FIRED,,08-26 06:05,08-26 06:34,28
2026-08-26,LONDON,9,S3,sweep_reclaim,short,29310.0,NOT_FIRED,,08-26 06:05,08-26 06:34,28
2026-08-26,LONDON,9,S4,acceptance,short,29228.5,NOT_FIRED,,08-26 06:05,08-26 06:34,28
2026-08-26,LONDON,10,S1,hold,long,29228.5,FIRED,08-26 06:37,08-26 06:34,08-26 07:06,33
2026-08-26,LONDON,10,S2,breakout_retest,long,29310.0,NOT_FIRED,,08-26 06:34,08-26 07:06,33
2026-08-26,LONDON,10,S3,reject,short,29416.0,NOT_FIRED,,08-26 06:34,08-26 07:06,33
2026-08-26,LONDON,10,S4,breakout_retest,short,29212.5,FIRED,08-26 06:38,08-26 06:34,08-26 07:06,33
2026-08-26,LONDON,11,S1,hold,short,29212.5,FIRED,08-26 07:08,08-26 07:06,08-26 07:38,31
2026-08-26,LONDON,11,S2,sweep_reclaim,short,29310.0,NOT_FIRED,,08-26 07:06,08-26 07:38,31
2026-08-26,LONDON,11,S3,sweep_reclaim,long,29212.5,FIRED,08-26 07:08,08-26 07:06,08-26 07:38,31
2026-08-26,LONDON,11,S4,reclaim,long,29228.5,FIRED,08-26 07:23,08-26 07:06,08-26 07:38,31
2026-08-26,LONDON,11,S5,hold,short,29145.5,NOT_FIRED,,08-26 07:06,08-26 07:38,31
2026-08-26,LONDON,13,S1,hold,short,29145.5,NOT_FIRED,,08-26 07:39,08-26 07:48,10
2026-08-26,LONDON,13,S2,reject,short,29228.5,NOT_FIRED,,08-26 07:39,08-26 07:48,10
2026-08-26,LONDON,13,S3,hold,long,29095.5,NOT_FIRED,,08-26 07:39,08-26 07:48,10
2026-08-26,LONDON,13,S4,reclaim,long,29228.5,NOT_FIRED,,08-26 07:39,08-26 07:48,10
2026-08-26,LONDON,14,S1,acceptance,short,29145.5,FIRED,08-26 07:54,08-26 07:48,08-26 08:30,41
2026-08-26,LONDON,14,S2,reject,short,29212.5,FIRED,08-26 08:30,08-26 07:48,08-26 08:30,41
2026-08-26,LONDON,14,S3,sweep_reclaim,long,29095.5,NOT_FIRED,,08-26 07:48,08-26 08:30,41
2026-08-26,LONDON,14,S4,reclaim,long,29228.5,FIRED,08-26 08:30,08-26 07:48,08-26 08:30,41
2026-08-26,NY,1,S1,reject,short,29212.5,FIRED,08-26 08:35,08-26 08:32,08-26 08:48,16
2026-08-26,NY,1,S2,breakout_retest,short,29095.5,NOT_FIRED,,08-26 08:32,08-26 08:48,16
2026-08-26,NY,1,S3,reject,long,29095.5,NOT_FIRED,,08-26 08:32,08-26 08:48,16
2026-08-26,NY,2,S1,sweep_reclaim,long,29281.0,FIRED,08-26 08:49,08-26 08:48,08-26 09:24,36
2026-08-26,NY,2,S2,breakout_retest,long,29310.0,FIRED,08-26 08:55,08-26 08:48,08-26 09:24,36
2026-08-26,NY,2,S3,sweep_reclaim,short,29310.0,FIRED,08-26 08:55,08-26 08:48,08-26 09:24,36
2026-08-26,NY,2,S4,reject,short,29416.0,NOT_FIRED,,08-26 08:48,08-26 09:24,36
2026-08-26,NY,3,S1,breakout_retest,short,29228.5,NOT_FIRED,,08-26 09:24,08-26 09:35,12
2026-08-26,NY,3,S2,reject,short,29416.0,NOT_FIRED,,08-26 09:24,08-26 09:35,12
2026-08-26,NY,3,S3,reject,short,29553.12,NOT_FIRED,,08-26 09:24,08-26 09:35,12
2026-08-26,NY,3,S4,sweep_reclaim,long,29174.25,FIRED,08-26 09:27,08-26 09:24,08-26 09:35,12
2026-08-26,NY,3,S5,hold,long,29095.5,NOT_FIRED,,08-26 09:24,08-26 09:35,12
2026-08-26,NY,4,S1,breakout_retest,short,29174.25,NOT_FIRED,,08-26 09:35,08-26 10:04,29
2026-08-26,NY,4,S2,sweep_reclaim,long,29174.25,NOT_FIRED,,08-26 09:35,08-26 10:04,29
2026-08-26,NY,4,S3,reject,short,29209.25,FIRED,08-26 09:36,08-26 09:35,08-26 10:04,29
2026-08-26,NY,4,S4,hold,long,29095.5,NOT_FIRED,,08-26 09:35,08-26 10:04,29
2026-08-26,NY,5,S1,hold,long,29228.5,NOT_FIRED,,08-26 10:04,08-26 10:09,5
2026-08-26,NY,5,S2,breakout_retest,long,29310.0,NOT_FIRED,,08-26 10:04,08-26 10:09,5
2026-08-26,NY,5,S3,reject,short,29416.0,NOT_FIRED,,08-26 10:04,08-26 10:09,5
2026-08-26,NY,5,S4,reject,short,29539.38,NOT_FIRED,,08-26 10:04,08-26 10:09,5
2026-08-26,NY,6,S1,reject,long,29095.5,NOT_FIRED,,08-26 10:09,08-26 10:44,35
2026-08-26,NY,6,S2,reject,short,29416.0,NOT_FIRED,,08-26 10:09,08-26 10:44,35
2026-08-26,NY,6,S3,breakout_retest,short,29228.5,FIRED,08-26 10:17,08-26 10:09,08-26 10:44,35
2026-08-26,NY,7,S1,reject,long,29228.5,FIRED,08-26 10:56,08-26 10:44,08-26 11:15,31
2026-08-26,NY,7,S2,reject,short,29416.0,NOT_FIRED,,08-26 10:44,08-26 11:15,31
2026-08-26,NY,7,S3,breakout_retest,short,29212.5,FIRED,08-26 11:00,08-26 10:44,08-26 11:15,31
2026-08-26,NY,7,S4,sweep_reclaim,long,29281.0,FIRED,08-26 10:45,08-26 10:44,08-26 11:15,31
2026-08-27,ASIA,2,S1,sweep_reclaim,short,29645.25,NOT_FIRED,,08-27 17:42,08-27 18:04,22
2026-08-27,ASIA,2,S2,breakout_retest,long,29655.75,NOT_FIRED,,08-27 17:42,08-27 18:04,22
2026-08-27,ASIA,2,S3,reject,short,29633.26,FIRED,08-27 17:43,08-27 17:42,08-27 18:04,22
2026-08-27,ASIA,3,S1,breakout_retest,long,29645.25,NOT_FIRED,,08-27 18:04,08-27 18:26,22
2026-08-27,ASIA,3,S2,reclaim,long,29625.28,FIRED,08-27 18:05,08-27 18:04,08-27 18:26,22
