id,plan_row_id,plan_id,plan_version,cited_scenario_id,plan_created_ms,condition,side,plan_session,entry_ct,entry_time,exit_time,hour,cme_day,hold_min,pnl_corrected,fee,entry_quantity,source,path,thesis,confirm_rule,era,entry_price,exit_price,entry_order_id,exit_order_id,close_reason,broker_signal,broker_stop_initial,broker_target_initial,realized_R,risk_reason,broker_stop_ref,broker_entry_ref,rv60_bps,vol_tercile,rv_reason,rv_bar_ids,machine_regime,machine_fact_id,regime_asof_sensitivity,regime_asof_fact_id,bias_label,day_type,mae,mfe,authored_RR,proxy_reached_authored_target
537,45,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787279620408,reject,SHORT,ASIA,2026-08-21T00:25:10.852000-05:00,1787289910852,1787294140952,0,2026-08-20,70.50166666666667,-79.5,0.0,1.0,system,decision,range_rejection,2x5m_close,pre_0B,29360.25,29400.0,<nil>,670f2545-98e4-49c0-8964-e07080313a77,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,12.419476278057664,low,61 consecutive closed 1m closes; no future bars,"423711,423712,423713,423714,423715,423716,423717,423718,423719,423720,423721,423722,423723,423724,423725,423726,423727,423728,423729,423730,423731,423732,423733,423734,423735,423736,423737,423738,423739,423740,423741,423742,423743,423744,423745,423746,423747,423748,423749,423750,423751,423752,423753,423754,423755,423756,423757,423758,423759,423760,423761,423762,423763,423764,423765,423766,423767,423768,423769,423770,423771",UNMEASURABLE,,UNMEASURABLE,,,trend-down,42.0,20.25,,
538,45,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787279620408,reject,SHORT,ASIA,2026-08-21T01:40:26.615000-05:00,1787294426615,1787294701430,1,2026-08-20,4.58025,30.5,0.0,1.0,system,decision,range_rejection,2x5m_close,pre_0B,29388.25,29373.0,<nil>,Close,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,13.11153274229237,low,61 consecutive closed 1m closes; no future bars,"423786,423787,423788,423789,423790,423791,423792,423793,423794,423795,423796,423797,423798,423799,423800,423801,423802,423803,423804,423805,423806,423807,423808,423809,423810,423811,423812,423813,423814,423815,423816,423817,423818,423819,423820,423821,423822,423823,423824,423825,423826,423827,423828,423829,423830,423831,423832,423833,423834,423835,423836,423837,423838,423839,423840,423841,423842,423843,423844,423845,423846",UNMEASURABLE,,UNMEASURABLE,,,trend-down,2.75,16.25,,
540,48,2026-08-21:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787305747693,reclaim,LONG,LONDON,2026-08-21T05:04:40.461000-05:00,1787306680461,1787310076685,5,2026-08-20,56.60373333333333,-98.0,0.0,1.0,system,decision,continuation_candidate,1x5m_close,pre_0B,29509.0,29460.0,<nil>,879de528-a98b-4db1-9f5d-7eafd112f9d8,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,13.33943119963709,low,61 consecutive closed 1m closes; no future bars,"423990,423991,423992,423993,423994,423995,423996,423997,423998,423999,424000,424001,424002,424003,424004,424005,424006,424007,424008,424009,424010,424011,424012,424013,424014,424015,424016,424017,424018,424019,424020,424021,424022,424023,424024,424025,424026,424027,424028,424029,424030,424031,424032,424033,424034,424035,424036,424037,424038,424039,424040,424041,424042,424043,424044,424045,424046,424047,424048,424049,424050",UNMEASURABLE,,UNMEASURABLE,,,balance,50.0,6.5,,
541,48,2026-08-21:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787305747693,reclaim,LONG,LONDON,2026-08-21T06:26:47.785000-05:00,1787311607785,1787318022696,6,2026-08-20,106.91518333333333,-83.0,0.0,1.0,system,decision,continuation_candidate,1x5m_close,pre_0B,29511.75,29470.25,<nil>,c8219490-f2ac-489f-883b-f9bb6fe3d4a4,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,15.05578040746974,low,61 consecutive closed 1m closes; no future bars,"424072,424073,424074,424075,424076,424077,424078,424079,424080,424081,424082,424083,424084,424085,424086,424087,424088,424089,424090,424091,424092,424093,424094,424095,424096,424097,424098,424099,424100,424101,424102,424103,424104,424105,424106,424107,424108,424109,424110,424111,424112,424113,424114,424115,424116,424117,424118,424119,424120,424121,424122,424123,424124,424125,424126,424127,424128,424129,424130,424131,424132",UNMEASURABLE,,UNMEASURABLE,,,balance,42.25,28.0,,
542,50,2026-08-21:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1787318969366,acceptance,SHORT,NY,2026-08-21T08:49:03.292000-05:00,1787320143292,1787322462787,8,2026-08-20,38.65825,0.0,0.0,1.0,system,decision,continuation_candidate,2x5m_close,pre_0B,29310.0,29310.0,<nil>,fd288581-abe5-4691-9c06-6b3c7f60c487,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,33.81033277925005,high,61 consecutive closed 1m closes; no future bars,"424215,424216,424217,424218,424219,424220,424221,424222,424223,424224,424225,424226,424227,424228,424229,424230,424231,424232,424233,424234,424235,424236,424237,424238,424239,424240,424241,424242,424243,424244,424245,424246,424247,424248,424249,424250,424251,424252,424253,424254,424255,424256,424257,424258,424259,424260,424261,424262,424263,424264,424265,424266,424267,424268,424269,424270,424271,424272,424273,424274,424275",UNMEASURABLE,,UNMEASURABLE,,,trend-down,35.5,89.75,,
543,50,2026-08-21:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1787318969366,acceptance,SHORT,NY,2026-08-21T10:12:43.217000-05:00,1787325163217,1787326470700,10,2026-08-20,21.791383333333332,-88.5,0.0,1.0,system,decision,continuation_candidate,2x5m_close,pre_0B,29355.75,29400.0,<nil>,1b594750-ab9c-4b36-9316-033b7cab508a,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,33.831051657744595,high,61 consecutive closed 1m closes; no future bars,"424298,424299,424300,424301,424302,424303,424304,424305,424306,424307,424308,424309,424310,424311,424312,424313,424314,424315,424316,424317,424318,424319,424320,424321,424322,424323,424324,424325,424326,424327,424328,424329,424330,424331,424332,424333,424334,424335,424336,424337,424338,424339,424340,424341,424342,424343,424344,424345,424346,424347,424348,424349,424350,424351,424352,424353,424354,424355,424356,424357,424358",UNMEASURABLE,,UNMEASURABLE,,,trend-down,45.0,25.0,,
544,50,2026-08-21:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S1,1787318969366,reject,SHORT,NY,2026-08-21T10:47:45.787000-05:00,1787327265787,1787327509227,10,2026-08-20,4.057333333333333,-61.5,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29445.0,29475.75,<nil>,5f5e5bc9-e53d-4dfa-be03-f3b4b3186cb5,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,24.617020237322713,high,61 consecutive closed 1m closes; no future bars,"424333,424334,424335,424336,424337,424338,424339,424340,424341,424342,424343,424344,424345,424346,424347,424348,424349,424350,424351,424352,424353,424354,424355,424356,424357,424358,424359,424360,424361,424362,424363,424364,424365,424366,424367,424368,424369,424370,424371,424372,424373,424374,424375,424376,424377,424378,424379,424380,424381,424382,424383,424384,424385,424386,424387,424388,424389,424390,424391,424392,424393",UNMEASURABLE,,UNMEASURABLE,,,trend-down,31.5,19.5,,
547,57,2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,1787579697009,reject,SHORT,NY,2026-08-24T09:09:45.134000-05:00,1787580585134,1787581850877,9,2026-08-23,21.095716666666668,-139.5,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,28968.75,29038.5,<nil>,28705df3-4612-48b3-bb9a-b5a8ee605d25,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,60.86897532323685,high,61 consecutive closed 1m closes; no future bars,"425616,425617,425618,425619,425620,425621,425622,425623,425624,425625,425626,425627,425628,425629,425630,425631,425632,425633,425634,425635,425636,425637,425638,425639,425640,425641,425642,425643,425644,425645,425646,425647,425648,425649,425650,425651,425652,425653,425654,425655,425656,425657,425658,425659,425660,425661,425662,425663,425664,425665,425666,425667,425668,425669,425670,425671,425672,425673,425674,425675,425676",UNMEASURABLE,,UNMEASURABLE,,,trend-down,73.25,15.25,,
548,58,2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787583147586,reject,SHORT,NY,2026-08-24T09:55:13.785000-05:00,1787583313785,1787585344309,9,2026-08-23,33.84206666666667,-54.5,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29092.75,29120.0,<nil>,3d543275-7369-48f5-912a-e6ff370be846,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,36.351817375215035,high,61 consecutive closed 1m closes; no future bars,"425662,425663,425664,425665,425666,425667,425668,425669,425670,425671,425672,425673,425674,425675,425676,425677,425678,425679,425680,425681,425682,425683,425684,425685,425686,425687,425688,425689,425690,425691,425692,425693,425694,425695,425696,425697,425698,425699,425700,425701,425702,425703,425704,425705,425706,425707,425708,425709,425710,425711,425712,425713,425714,425715,425716,425717,425718,425719,425720,425721,425722",UNMEASURABLE,,UNMEASURABLE,,,trend,44.75,58.5,,
549,63,2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S2,1787588370348,reject,SHORT,NY,2026-08-24T11:26:50.349000-05:00,1787588810349,1787594145174,11,2026-08-23,88.91375,169.5,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29201.5,29116.75,<nil>,3a33c8c9-7b23-4d37-befd-3fd73b6221aa,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,24.020984354141376,high,61 consecutive closed 1m closes; no future bars,"425753,425754,425755,425756,425757,425758,425759,425760,425761,425762,425763,425764,425765,425766,425767,425768,425769,425770,425771,425772,425773,425774,425775,425776,425777,425778,425779,425780,425781,425782,425783,425784,425785,425786,425787,425788,425789,425790,425791,425792,425793,425794,425795,425796,425797,425798,425799,425800,425801,425802,425803,425804,425805,425806,425807,425808,425809,425810,425811,425812,425813",UNMEASURABLE,,UNMEASURABLE,,,trend_down,10.5,85.5,,
550,66,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1787612545240,reject,SHORT,ASIA,2026-08-24T20:43:34.378000-05:00,1787622214378,1787625115057,20,2026-08-24,48.34465,-84.5,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29123.75,29166.0,<nil>,5c4432b3-6c03-4929-bb8a-36716b763596,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,23.04967567033268,mid,61 consecutive closed 1m closes; no future bars,"426250,426251,426252,426253,426254,426255,426256,426257,426258,426259,426260,426261,426262,426263,426264,426265,426266,426267,426268,426269,426270,426271,426272,426273,426274,426275,426276,426277,426278,426279,426280,426281,426282,426283,426284,426285,426286,426287,426288,426289,426290,426291,426292,426293,426294,426295,426296,426297,426298,426299,426300,426301,426302,426303,426304,426305,426306,426307,426308,426309,426310",UNMEASURABLE,,UNMEASURABLE,,,trend,42.5,20.25,,
551,66,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1787612545240,reject,SHORT,ASIA,2026-08-24T21:43:06.798000-05:00,1787625786798,1787627344859,21,2026-08-24,25.967683333333333,0.0,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29163.0,29163.0,<nil>,0e40f2f2-0bb9-494e-bd1c-7882a99a67e2,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,22.3670995281329,mid,61 consecutive closed 1m closes; no future bars,"426310,426311,426312,426313,426314,426315,426316,426317,426318,426319,426320,426321,426322,426323,426324,426325,426326,426327,426328,426329,426330,426331,426332,426333,426334,426335,426336,426337,426338,426339,426340,426341,426342,426343,426344,426345,426346,426347,426348,426349,426350,426351,426352,426353,426354,426355,426356,426357,426358,426359,426360,426361,426362,426363,426364,426365,426366,426367,426368,426369,426370",UNMEASURABLE,,UNMEASURABLE,,,trend,0.5,69.75,,
552,66,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1787612545240,reject,SHORT,ASIA,2026-08-24T22:17:05.020000-05:00,1787627825020,1787627988172,22,2026-08-24,2.7192,-7.5,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29166.25,29170.0,<nil>,29479f0b-bcbd-47dc-8e33-3a20b167d763,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,25.579094673499696,high,61 consecutive closed 1m closes; no future bars,"426344,426345,426346,426347,426348,426349,426350,426351,426352,426353,426354,426355,426356,426357,426358,426359,426360,426361,426362,426363,426364,426365,426366,426367,426368,426369,426370,426371,426372,426373,426374,426375,426376,426377,426378,426379,426380,426381,426382,426383,426384,426385,426386,426387,426388,426389,426390,426391,426392,426393,426394,426395,426396,426397,426398,426399,426400,426401,426402,426403,426404",UNMEASURABLE,,UNMEASURABLE,,,trend,5.5,10.0,,
