plan_row_id,plan_id,version,scenario,created_at,session,condition,enabled,entry,stop,target,rr,target_at_plan_level,target_in_chain
153,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S3,2026-08-28 13:33:59.064015046+00:00,NY,breakout_retest,True,29710,29685,29848.75,5.55,True,True
153,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S4,2026-08-28 13:33:59.064015046+00:00,NY,sweep_reclaim,True,29410,29385,29490.88,3.2352000000000407,True,True
155,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,2026-08-28 14:20:49.330586599+00:00,NY,reject,True,29631.14,29676,29532,2.2099866250556874,True,True
156,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-08-28 15:51:47.2692431+00:00,NY,reject,True,29767.5,29821.75,29654,2.0921658986175116,True,False
157,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,2026-08-28 17:05:44.936328005+00:00,NY,reject,True,29480,29430,29588.25,2.165,True,True
157,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,2026-08-28 17:05:44.936328005+00:00,NY,reject,True,29586.25,29636.25,29479.5,2.135,True,True
158,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,2026-08-28 17:59:59.305521352+00:00,NY,sweep_reclaim,True,29464.25,29420,29562,2.209039548022599,False,True
162,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,2026-08-30 22:08:56.532686042+00:00,ASIA,reject,True,29494.38,29472.38,29543.5,2.2327272727272263,True,True
162,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S4,2026-08-30 22:08:56.532686042+00:00,ASIA,sweep_reclaim,True,29437,29414.75,29509.5,3.258426966292135,True,True
163,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,2026-08-30 23:35:34.353909887+00:00,ASIA,sweep_reclaim,True,29371.5,29350,29420,2.255813953488372,True,True
163,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S3,2026-08-30 23:35:34.353909887+00:00,ASIA,reject,True,29414.21,29440,29357.25,2.2086079875919813,True,True
166,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,2026-08-31 12:40:35.635911784+00:00,LONDON,reject,True,29437,29416,29498.5,2.9285714285714284,True,True
166,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,2026-08-31 12:40:35.635911784+00:00,LONDON,reject,True,29398.52,29378.02,29498.5,4.877073170731686,True,True
170,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,2026-08-31 14:52:26.136763364+00:00,NY,reject,True,29351.47,29408.52,29280.88,1.237335670464523,True,True
170,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,2026-08-31 14:52:26.136763364+00:00,NY,reject,True,29437,29479.75,29351.47,2.0007017543859376,True,True
171,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-08-31 16:58:55.105300828+00:00,NY,sweep_reclaim,True,29413,29363.25,29517,2.090452261306533,True,True
171,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S3,2026-08-31 16:58:55.105300828+00:00,NY,reject,True,29459.08,29489.75,29397.5,2.0078252363875206,True,True
172,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,2026-08-31 17:30:09.506461703+00:00,NY,sweep_reclaim,True,29417,29387,29517,3.3333333333333335,True,True
173,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S3,2026-08-31 17:53:49.126973847+00:00,NY,reject,True,29458.38,29482.5,29394.75,2.6380597014926908,True,True
174,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S2,2026-08-31 19:34:06.907129435+00:00,NY,reject,True,29410.98,29363.72,29517,2.2433347439696156,True,True
178,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,2026-09-01 07:48:27.147608044+00:00,LONDON,reject,True,29477,29500.21,29418.62,2.515295131409014,True,False
179,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,2026-09-01 09:52:43.58927415+00:00,LONDON,reject,True,29246.75,29273,29182,2.466666666666667,True,True
180,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-09-01 10:34:30.471875347+00:00,LONDON,reject,True,29182,29212.5,29154.38,0.9055737704917699,True,True
180,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,2026-09-01 10:34:30.471875347+00:00,LONDON,sweep_reclaim,True,29212.5,29170,29323.92,2.621647058823488,True,True
180,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S3,2026-09-01 10:34:30.471875347+00:00,LONDON,reject,True,29354,29385,29280,2.3870967741935485,True,True
181,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,2026-09-01 12:07:32.457995675+00:00,LONDON,reject,True,29161.96,29140,29212.5,2.301457194899949,True,True
182,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,2026-09-01 12:56:33.428824441+00:00,LONDON,reject,True,29123.25,29147.25,29085,1.59375,True,True
182,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,2026-09-01 12:56:33.428824441+00:00,LONDON,reject,True,29138,29162,29085,2.2083333333333335,True,True
183,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,2026-09-01 13:06:46.843606074+00:00,NY,reject,True,29138,29158.5,29085,2.5853658536585367,True,True
183,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S3,2026-09-01 13:06:46.843606074+00:00,NY,reject,True,29177.5,29198,29122.75,2.6707317073170733,True,True
184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,2026-09-01 13:53:16.675232915+00:00,NY,reject,True,29062.75,29095.5,28970.38,2.8204580152671443,True,True
184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,2026-09-01 13:53:16.675232915+00:00,NY,reject,True,29137.29,29170.5,29062.75,2.24450466726898,True,True
185,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,2026-09-01 14:20:44.334636695+00:00,NY,reject,True,29182,29220.75,29085,2.503225806451613,True,True
185,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,2026-09-01 14:20:44.334636695+00:00,NY,reject,True,29085,29125,29062.75,0.55625,True,True
186,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-09-01 15:24:39.84200611+00:00,NY,reject,True,29170,29210,29082.75,2.18125,True,True
187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,2026-09-01 18:00:02.422545628+00:00,NY,reject,True,29100.5,29130,29082.75,0.6016949152542372,True,True
187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,2026-09-01 18:00:02.422545628+00:00,NY,reject,True,29162,29189,29100.5,2.2777777777777777,True,True
187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,2026-09-01 18:00:02.422545628+00:00,NY,sweep_reclaim,True,29082.75,29055.75,29162,2.935185185185185,True,True
193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,2026-09-02 04:20:29.111842193+00:00,ASIA,sweep_reclaim,True,29035.25,29018,29071.41,2.096231884057963,True,True
193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,2026-09-02 04:20:29.111842193+00:00,ASIA,reject,True,29040.61,29020,29113.23,3.5235322658901955,True,True
194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S1,2026-09-02 04:58:16.814850757+00:00,ASIA,reject,True,29044,29025,29099.85,2.9394736842104496,True,True
194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S3,2026-09-02 04:58:16.814850757+00:00,ASIA,reject,True,29068.05,29044,29131.66,2.644906444906549,False,False
198,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S2,2026-09-02 06:51:21.943448972+00:00,ASIA,reject,True,29317.25,29342,29212.5,4.232323232323233,False,True
199,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S3,2026-09-02 12:15:26.91598776+00:00,LONDON,reject,True,29317.25,29345.25,29246.25,2.5357142857142856,True,True
200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S4,2026-09-02 12:21:59.485958261+00:00,LONDON,reject,True,29317.25,29350,29246.25,2.16793893129771,True,True
201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S3,2026-09-02 12:44:03.782123565+00:00,LONDON,reject,True,29001.75,28927.25,29171.25,2.2751677852348995,True,True
202,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,2026-09-02 13:01:50.097892616+00:00,LONDON,reject,True,29014.19,28985.5,29171.25,5.474381317532536,True,True
203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S4,2026-09-02 13:09:44.227918797+00:00,NY,reject,True,29317.25,29343,29246.25,2.7572815533980584,True,True
204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,2026-09-02 13:20:47.995221513+00:00,LONDON,reject,True,29001.75,28975.75,29058.75,2.1923076923076925,True,True
206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S4,2026-09-02 14:21:18.759691004+00:00,NY,reject,True,29317.25,29355,29209.25,2.8609271523178808,True,True
207,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-09-02 14:45:52.139962106+00:00,NY,reject,True,29135.65,29099,29209.25,2.0081855388811904,True,True
207,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,2026-09-02 14:45:52.139962106+00:00,NY,reject,True,29317.25,29354,29209.25,2.938775510204082,True,True
208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,2026-09-02 15:22:33.001174371+00:00,NY,reject,True,29102,29060,29209.25,2.5535714285714284,True,True
208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,2026-09-02 15:22:33.001174371+00:00,NY,sweep_reclaim,True,29058.75,29020,29143.97,2.199225806451643,True,True
210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S4,2026-09-02 16:20:19.936863683+00:00,NY,reject,True,29317.25,29348,29246.25,2.3089430894308944,True,True
211,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S2,2026-09-02 16:47:10.850446345+00:00,NY,reject,True,29058.75,29032,29161.16,3.8284112149532654,True,True
212,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,S3,2026-09-02 17:25:10.337787249+00:00,NY,reject,True,29317.25,29344.75,29246.25,2.581818181818182,True,True
213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S1,2026-09-02 18:02:15.540077361+00:00,NY,reject,True,29163.99,29138.75,29246.25,3.2591125198095554,True,True
213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S3,2026-09-02 18:02:15.540077361+00:00,NY,reject,True,29317.25,29342.5,29246.25,2.8118811881188117,True,True
213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S4,2026-09-02 18:02:15.540077361+00:00,NY,reject,True,29058.75,29086.75,28927.25,4.696428571428571,True,True
214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,S2,2026-09-02 18:28:36.708566299+00:00,NY,reject,True,29001.75,28972.75,29102,3.456896551724138,True,True
214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,S4,2026-09-02 18:28:36.708566299+00:00,NY,reject,True,29317.25,29345.25,29246.25,2.5357142857142856,True,True
215,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,S3,2026-09-02 18:56:59.111797481+00:00,NY,reject,True,29166.8,29199.5,29058.75,3.3042813455656534,True,True
218,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S3,2026-09-02 22:50:56.64361078+00:00,ASIA,reject,True,29199.68,29216.25,29149,3.058539529269836,True,True
219,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,2026-09-02 23:04:42.447685949+00:00,ASIA,reject,True,29208.75,29228.75,29149,2.9875,True,True
219,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S3,2026-09-02 23:04:42.447685949+00:00,ASIA,reject,True,29149,29170,29058.75,4.2976190476190474,True,True
220,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S1,2026-09-02 23:21:05.610804944+00:00,ASIA,reject,True,29197.57,29212.5,29149,3.253181513730661,True,True
221,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,2026-09-02 23:43:33.086273923+00:00,ASIA,reject,True,29209.25,29223,29181.64,2.008000000000042,True,True
222,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S1,2026-09-03 00:02:39.227442626+00:00,ASIA,reject,True,29218.25,29232,29149,5.036363636363636,True,True
224,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S1,2026-09-03 01:05:55.400310302+00:00,ASIA,reject,True,29157.03,29175.66,29102,2.9538378958666573,True,True
224,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S2,2026-09-03 01:05:55.400310302+00:00,ASIA,reject,True,29141.25,29157.03,29102,2.487325728770779,True,True
224,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S3,2026-09-03 01:05:55.400310302+00:00,ASIA,reject,True,29175.66,29194.3,29136.25,2.1142703862661527,True,True
226,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,S1,2026-09-03 02:03:03.446167573+00:00,ASIA,reject,True,29200.5,29228,29141.25,2.1545454545454548,True,True
227,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,S1,2026-09-03 02:31:58.603310651+00:00,ASIA,reject,True,29199.5,29227.9,29141.25,2.0510563380280638,True,True
228,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,S1,2026-09-03 02:49:57.931222128+00:00,ASIA,reject,True,29208.69,29237.75,29141.25,2.3207157604953768,True,True
228,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,S2,2026-09-03 02:49:57.931222128+00:00,ASIA,reject,True,29132.5,29161.5,29042.75,3.0948275862068964,True,True
229,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,S1,2026-09-03 03:12:42.599271575+00:00,ASIA,reject,True,29199.5,29226,29132.5,2.5283018867924527,True,True
230,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,S1,2026-09-03 05:08:45.841316629+00:00,ASIA,reject,True,29228.75,29250,29186.14,2.0051764705882626,True,True
230,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,S4,2026-09-03 05:08:45.841316629+00:00,ASIA,reject,True,29255,29275.25,29214.5,2.0,False,False
233,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S1,2026-09-03 13:05:19.635757107+00:00,NY,reject,True,29259.67,29289,29178.73,2.7596317763380114,True,True
234,2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,2026-09-03 13:15:44.050765563+00:00,LONDON,reject,True,29219.97,29255,29144.5,2.1544390522410413,True,True
235,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,2026-09-03 13:45:05.993352176+00:00,NY,reject,True,29285,29340,29144.5,2.5545454545454547,True,True
236,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,2026-09-03 14:15:31.491335556+00:00,NY,reject,True,29351.05,29418.75,29209.25,2.094534711964516,True,True
239,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,2026-09-03 15:49:57.59345407+00:00,NY,reject,True,29481.05,29414,29619.5,2.0648769574944406,True,True
239,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S3,2026-09-03 15:49:57.59345407+00:00,NY,reject,True,29543.75,29610.25,29364.75,2.691729323308271,True,True
