id,atr5m_closed_proxy,closed_5m_blocks,atr_bar_ids,mfe_position_proxy,proxy_reach_2x_floor,held_complete_minutes,missing_inside_minutes,ambiguous_boundary_minutes,initial_R
532,61.0782551877606,100,"422941,422942,422943,422944,422945,422936,422937,422938,422939,422940,422931,422932,422933,422934,422935,422926,422927,422928,422929,422930,422921,422922,422923,422924,422925,422916,422917,422918,422919,422920,422911,422912,422913,422914,422915,422906,422907,422908,422909,422910,422901,422902,422903,422904,422905,422896,422897,422898,422899,422900,422891,422892,422893,422894,422895,422886,422887,422888,422889,422890,422881,422882,422883,422884,422885,422876,422877,422878,422879,422880,422871,422872,422873,422874,422875,422866,422867,422868,422869,422870,422861,422862,422863,422864,422865,422856,422857,422858,422859,422860,422851,422852,422853,422854,422855,422846,422847,422848,422849,422850,422841,422842,422843,422844,422845,422836,422837,422838,422839,422840,422831,422832,422833,422834,422835,422826,422827,422828,422829,422830,422821,422822,422823,422824,422825,422816,422817,422818,422819,422820,422811,422812,422813,422814,422815,422806,422807,422808,422809,422810,422801,422802,422803,422804,422805,422796,422797,422798,422799,422800,422791,422792,422793,422794,422795,422786,422787,422788,422789,422790,422781,422782,422783,422784,422785,422776,422777,422778,422779,422780,422771,422772,422773,422774,422775,422766,422767,422768,422769,422770,422761,422762,422763,422764,422765,422756,422757,422758,422759,422760,422751,422752,422753,422754,422755,422746,422747,422748,422749,422750,422741,422742,422743,422744,422745,422736,422737,422738,422739,422740,422731,422732,422733,422734,422735,422726,422727,422728,422729,422730,422721,422722,422723,422724,422725,422716,422717,422718,422719,422720,422711,422712,422713,422714,422715,422706,422707,422708,422709,422710,422701,422702,422703,422704,422705,422696,422697,422698,422699,422700,422691,422692,422693,422694,422695,422686,422687,422688,422689,422690,422681,422682,422683,422684,422685,422676,422677,422678,422679,422680,422671,422672,422673,422674,422675,422666,422667,422668,422669,422670,422661,422662,422663,422664,422665,422656,422657,422658,422659,422660,422651,422652,422653,422654,422655,422646,422647,422648,422649,422650,422641,422642,422643,422644,422645,422636,422637,422638,422639,422640,422631,422632,422633,422634,422635,422626,422627,422628,422629,422630,422621,422622,422623,422624,422625,422616,422617,422618,422619,422620,422611,422612,422613,422614,422615,422606,422607,422608,422609,422610,422601,422602,422603,422604,422605,422596,422597,422598,422599,422600,422591,422592,422593,422594,422595,422586,422587,422588,422589,422590,422581,422582,422583,422584,422585,422576,422577,422578,422579,422580,422571,422572,422573,422574,422575,422566,422567,422568,422569,422570,422561,422562,422563,422564,422565,422556,422557,422558,422559,422560,422551,422552,422553,422554,422555,422546,422547,422548,422549,422550,422541,422542,422543,422544,422545,422536,422537,422538,422539,422540,422531,422532,422533,422534,422535,422526,422527,422528,422529,422530,422521,422522,422523,422524,422525,422516,422517,422518,422519,422520,422511,422512,422513,422514,422515,422506,422507,422508,422509,422510,422501,422502,422503,422504,422505,422496,422497,422498,422499,422500,422491,422492,422493,422494,422495,422486,422487,422488,422489,422490,422481,422482,422483,422484,422485,422476,422477,422478,422479,422480,422471,422472,422473,422474,422475,422466,422467,422468,422469,422470,422461,422462,422463,422464,422465,422456,422457,422458,422459,422460,422451,422452,422453,422454,422455,422446,422447,422448,422449,422450",156.75,False,203,0,entry and exit minute not sequenced,
533,,11,"423377,423378,423379,423380,423381,423372,423373,423374,423375,423376,423367,423368,423369,423370,423371,423362,423363,423364,423365,423366,423357,423358,423359,423360,423361,423352,423353,423354,423355,423356,423347,423348,423349,423350,423351,423342,423343,423344,423345,423346,423337,423338,423339,423340,423341,423332,423333,423334,423335,423336,423327,423328,423329,423330,423331",36.0,,72,0,entry and exit minute not sequenced,
534,21.429374246684436,28,"423462,423463,423464,423465,423466,423457,423458,423459,423460,423461,423452,423453,423454,423455,423456,423447,423448,423449,423450,423451,423442,423443,423444,423445,423446,423437,423438,423439,423440,423441,423432,423433,423434,423435,423436,423427,423428,423429,423430,423431,423422,423423,423424,423425,423426,423417,423418,423419,423420,423421,423412,423413,423414,423415,423416,423407,423408,423409,423410,423411,423402,423403,423404,423405,423406,423397,423398,423399,423400,423401,423392,423393,423394,423395,423396,423387,423388,423389,423390,423391,423382,423383,423384,423385,423386,423377,423378,423379,423380,423381,423372,423373,423374,423375,423376,423367,423368,423369,423370,423371,423362,423363,423364,423365,423366,423357,423358,423359,423360,423361,423352,423353,423354,423355,423356,423347,423348,423349,423350,423351,423342,423343,423344,423345,423346,423337,423338,423339,423340,423341,423332,423333,423334,423335,423336,423327,423328,423329,423330,423331",40.5,False,86,0,entry and exit minute not sequenced,
535,25.36640865719563,49,"423567,423568,423569,423570,423571,423562,423563,423564,423565,423566,423557,423558,423559,423560,423561,423552,423553,423554,423555,423556,423547,423548,423549,423550,423551,423542,423543,423544,423545,423546,423537,423538,423539,423540,423541,423532,423533,423534,423535,423536,423527,423528,423529,423530,423531,423522,423523,423524,423525,423526,423517,423518,423519,423520,423521,423512,423513,423514,423515,423516,423507,423508,423509,423510,423511,423502,423503,423504,423505,423506,423497,423498,423499,423500,423501,423492,423493,423494,423495,423496,423487,423488,423489,423490,423491,423482,423483,423484,423485,423486,423477,423478,423479,423480,423481,423472,423473,423474,423475,423476,423467,423468,423469,423470,423471,423462,423463,423464,423465,423466,423457,423458,423459,423460,423461,423452,423453,423454,423455,423456,423447,423448,423449,423450,423451,423442,423443,423444,423445,423446,423437,423438,423439,423440,423441,423432,423433,423434,423435,423436,423427,423428,423429,423430,423431,423422,423423,423424,423425,423426,423417,423418,423419,423420,423421,423412,423413,423414,423415,423416,423407,423408,423409,423410,423411,423402,423403,423404,423405,423406,423397,423398,423399,423400,423401,423392,423393,423394,423395,423396,423387,423388,423389,423390,423391,423382,423383,423384,423385,423386,423377,423378,423379,423380,423381,423372,423373,423374,423375,423376,423367,423368,423369,423370,423371,423362,423363,423364,423365,423366,423357,423358,423359,423360,423361,423352,423353,423354,423355,423356,423347,423348,423349,423350,423351,423342,423343,423344,423345,423346,423337,423338,423339,423340,423341,423332,423333,423334,423335,423336,423327,423328,423329,423330,423331",7.0,False,11,0,entry and exit minute not sequenced,
536,22.048069343745716,55,"423597,423598,423599,423600,423601,423592,423593,423594,423595,423596,423587,423588,423589,423590,423591,423582,423583,423584,423585,423586,423577,423578,423579,423580,423581,423572,423573,423574,423575,423576,423567,423568,423569,423570,423571,423562,423563,423564,423565,423566,423557,423558,423559,423560,423561,423552,423553,423554,423555,423556,423547,423548,423549,423550,423551,423542,423543,423544,423545,423546,423537,423538,423539,423540,423541,423532,423533,423534,423535,423536,423527,423528,423529,423530,423531,423522,423523,423524,423525,423526,423517,423518,423519,423520,423521,423512,423513,423514,423515,423516,423507,423508,423509,423510,423511,423502,423503,423504,423505,423506,423497,423498,423499,423500,423501,423492,423493,423494,423495,423496,423487,423488,423489,423490,423491,423482,423483,423484,423485,423486,423477,423478,423479,423480,423481,423472,423473,423474,423475,423476,423467,423468,423469,423470,423471,423462,423463,423464,423465,423466,423457,423458,423459,423460,423461,423452,423453,423454,423455,423456,423447,423448,423449,423450,423451,423442,423443,423444,423445,423446,423437,423438,423439,423440,423441,423432,423433,423434,423435,423436,423427,423428,423429,423430,423431,423422,423423,423424,423425,423426,423417,423418,423419,423420,423421,423412,423413,423414,423415,423416,423407,423408,423409,423410,423411,423402,423403,423404,423405,423406,423397,423398,423399,423400,423401,423392,423393,423394,423395,423396,423387,423388,423389,423390,423391,423382,423383,423384,423385,423386,423377,423378,423379,423380,423381,423372,423373,423374,423375,423376,423367,423368,423369,423370,423371,423362,423363,423364,423365,423366,423357,423358,423359,423360,423361,423352,423353,423354,423355,423356,423347,423348,423349,423350,423351,423342,423343,423344,423345,423346,423337,423338,423339,423340,423341,423332,423333,423334,423335,423336,423327,423328,423329,423330,423331",62.25,False,110,0,entry and exit minute not sequenced,
537,16.563145545064376,89,"423767,423768,423769,423770,423771,423762,423763,423764,423765,423766,423757,423758,423759,423760,423761,423752,423753,423754,423755,423756,423747,423748,423749,423750,423751,423742,423743,423744,423745,423746,423737,423738,423739,423740,423741,423732,423733,423734,423735,423736,423727,423728,423729,423730,423731,423722,423723,423724,423725,423726,423717,423718,423719,423720,423721,423712,423713,423714,423715,423716,423707,423708,423709,423710,423711,423702,423703,423704,423705,423706,423697,423698,423699,423700,423701,423692,423693,423694,423695,423696,423687,423688,423689,423690,423691,423682,423683,423684,423685,423686,423677,423678,423679,423680,423681,423672,423673,423674,423675,423676,423667,423668,423669,423670,423671,423662,423663,423664,423665,423666,423657,423658,423659,423660,423661,423652,423653,423654,423655,423656,423647,423648,423649,423650,423651,423642,423643,423644,423645,423646,423637,423638,423639,423640,423641,423632,423633,423634,423635,423636,423627,423628,423629,423630,423631,423622,423623,423624,423625,423626,423617,423618,423619,423620,423621,423612,423613,423614,423615,423616,423607,423608,423609,423610,423611,423602,423603,423604,423605,423606,423597,423598,423599,423600,423601,423592,423593,423594,423595,423596,423587,423588,423589,423590,423591,423582,423583,423584,423585,423586,423577,423578,423579,423580,423581,423572,423573,423574,423575,423576,423567,423568,423569,423570,423571,423562,423563,423564,423565,423566,423557,423558,423559,423560,423561,423552,423553,423554,423555,423556,423547,423548,423549,423550,423551,423542,423543,423544,423545,423546,423537,423538,423539,423540,423541,423532,423533,423534,423535,423536,423527,423528,423529,423530,423531,423522,423523,423524,423525,423526,423517,423518,423519,423520,423521,423512,423513,423514,423515,423516,423507,423508,423509,423510,423511,423502,423503,423504,423505,423506,423497,423498,423499,423500,423501,423492,423493,423494,423495,423496,423487,423488,423489,423490,423491,423482,423483,423484,423485,423486,423477,423478,423479,423480,423481,423472,423473,423474,423475,423476,423467,423468,423469,423470,423471,423462,423463,423464,423465,423466,423457,423458,423459,423460,423461,423452,423453,423454,423455,423456,423447,423448,423449,423450,423451,423442,423443,423444,423445,423446,423437,423438,423439,423440,423441,423432,423433,423434,423435,423436,423427,423428,423429,423430,423431,423422,423423,423424,423425,423426,423417,423418,423419,423420,423421,423412,423413,423414,423415,423416,423407,423408,423409,423410,423411,423402,423403,423404,423405,423406,423397,423398,423399,423400,423401,423392,423393,423394,423395,423396,423387,423388,423389,423390,423391,423382,423383,423384,423385,423386,423377,423378,423379,423380,423381,423372,423373,423374,423375,423376,423367,423368,423369,423370,423371,423362,423363,423364,423365,423366,423357,423358,423359,423360,423361,423352,423353,423354,423355,423356,423347,423348,423349,423350,423351,423342,423343,423344,423345,423346,423337,423338,423339,423340,423341,423332,423333,423334,423335,423336,423327,423328,423329,423330,423331",20.25,False,69,0,entry and exit minute not sequenced,
538,16.302308115365175,100,"423842,423843,423844,423845,423846,423837,423838,423839,423840,423841,423832,423833,423834,423835,423836,423827,423828,423829,423830,423831,423822,423823,423824,423825,423826,423817,423818,423819,423820,423821,423812,423813,423814,423815,423816,423807,423808,423809,423810,423811,423802,423803,423804,423805,423806,423797,423798,423799,423800,423801,423792,423793,423794,423795,423796,423787,423788,423789,423790,423791,423782,423783,423784,423785,423786,423777,423778,423779,423780,423781,423772,423773,423774,423775,423776,423767,423768,423769,423770,423771,423762,423763,423764,423765,423766,423757,423758,423759,423760,423761,423752,423753,423754,423755,423756,423747,423748,423749,423750,423751,423742,423743,423744,423745,423746,423737,423738,423739,423740,423741,423732,423733,423734,423735,423736,423727,423728,423729,423730,423731,423722,423723,423724,423725,423726,423717,423718,423719,423720,423721,423712,423713,423714,423715,423716,423707,423708,423709,423710,423711,423702,423703,423704,423705,423706,423697,423698,423699,423700,423701,423692,423693,423694,423695,423696,423687,423688,423689,423690,423691,423682,423683,423684,423685,423686,423677,423678,423679,423680,423681,423672,423673,423674,423675,423676,423667,423668,423669,423670,423671,423662,423663,423664,423665,423666,423657,423658,423659,423660,423661,423652,423653,423654,423655,423656,423647,423648,423649,423650,423651,423642,423643,423644,423645,423646,423637,423638,423639,423640,423641,423632,423633,423634,423635,423636,423627,423628,423629,423630,423631,423622,423623,423624,423625,423626,423617,423618,423619,423620,423621,423612,423613,423614,423615,423616,423607,423608,423609,423610,423611,423602,423603,423604,423605,423606,423597,423598,423599,423600,423601,423592,423593,423594,423595,423596,423587,423588,423589,423590,423591,423582,423583,423584,423585,423586,423577,423578,423579,423580,423581,423572,423573,423574,423575,423576,423567,423568,423569,423570,423571,423562,423563,423564,423565,423566,423557,423558,423559,423560,423561,423552,423553,423554,423555,423556,423547,423548,423549,423550,423551,423542,423543,423544,423545,423546,423537,423538,423539,423540,423541,423532,423533,423534,423535,423536,423527,423528,423529,423530,423531,423522,423523,423524,423525,423526,423517,423518,423519,423520,423521,423512,423513,423514,423515,423516,423507,423508,423509,423510,423511,423502,423503,423504,423505,423506,423497,423498,423499,423500,423501,423492,423493,423494,423495,423496,423487,423488,423489,423490,423491,423482,423483,423484,423485,423486,423477,423478,423479,423480,423481,423472,423473,423474,423475,423476,423467,423468,423469,423470,423471,423462,423463,423464,423465,423466,423457,423458,423459,423460,423461,423452,423453,423454,423455,423456,423447,423448,423449,423450,423451,423442,423443,423444,423445,423446,423437,423438,423439,423440,423441,423432,423433,423434,423435,423436,423427,423428,423429,423430,423431,423422,423423,423424,423425,423426,423417,423418,423419,423420,423421,423412,423413,423414,423415,423416,423407,423408,423409,423410,423411,423402,423403,423404,423405,423406,423397,423398,423399,423400,423401,423392,423393,423394,423395,423396,423387,423388,423389,423390,423391,423382,423383,423384,423385,423386,423377,423378,423379,423380,423381,423372,423373,423374,423375,423376,423367,423368,423369,423370,423371,423362,423363,423364,423365,423366,423357,423358,423359,423360,423361,423352,423353,423354,423355,423356,423347,423348,423349,423350,423351",16.25,False,4,0,entry and exit minute not sequenced,
540,18.48456844600056,100,"424042,424043,424044,424045,424046,424037,424038,424039,424040,424041,424032,424033,424034,424035,424036,424027,424028,424029,424030,424031,424022,424023,424024,424025,424026,424017,424018,424019,424020,424021,424012,424013,424014,424015,424016,424007,424008,424009,424010,424011,424002,424003,424004,424005,424006,423997,423998,423999,424000,424001,423992,423993,423994,423995,423996,423987,423988,423989,423990,423991,423982,423983,423984,423985,423986,423977,423978,423979,423980,423981,423972,423973,423974,423975,423976,423967,423968,423969,423970,423971,423962,423963,423964,423965,423966,423957,423958,423959,423960,423961,423952,423953,423954,423955,423956,423947,423948,423949,423950,423951,423942,423943,423944,423945,423946,423937,423938,423939,423940,423941,423932,423933,423934,423935,423936,423927,423928,423929,423930,423931,423922,423923,423924,423925,423926,423917,423918,423919,423920,423921,423912,423913,423914,423915,423916,423907,423908,423909,423910,423911,423902,423903,423904,423905,423906,423897,423898,423899,423900,423901,423892,423893,423894,423895,423896,423887,423888,423889,423890,423891,423882,423883,423884,423885,423886,423877,423878,423879,423880,423881,423872,423873,423874,423875,423876,423867,423868,423869,423870,423871,423862,423863,423864,423865,423866,423857,423858,423859,423860,423861,423852,423853,423854,423855,423856,423847,423848,423849,423850,423851,423842,423843,423844,423845,423846,423837,423838,423839,423840,423841,423832,423833,423834,423835,423836,423827,423828,423829,423830,423831,423822,423823,423824,423825,423826,423817,423818,423819,423820,423821,423812,423813,423814,423815,423816,423807,423808,423809,423810,423811,423802,423803,423804,423805,423806,423797,423798,423799,423800,423801,423792,423793,423794,423795,423796,423787,423788,423789,423790,423791,423782,423783,423784,423785,423786,423777,423778,423779,423780,423781,423772,423773,423774,423775,423776,423767,423768,423769,423770,423771,423762,423763,423764,423765,423766,423757,423758,423759,423760,423761,423752,423753,423754,423755,423756,423747,423748,423749,423750,423751,423742,423743,423744,423745,423746,423737,423738,423739,423740,423741,423732,423733,423734,423735,423736,423727,423728,423729,423730,423731,423722,423723,423724,423725,423726,423717,423718,423719,423720,423721,423712,423713,423714,423715,423716,423707,423708,423709,423710,423711,423702,423703,423704,423705,423706,423697,423698,423699,423700,423701,423692,423693,423694,423695,423696,423687,423688,423689,423690,423691,423682,423683,423684,423685,423686,423677,423678,423679,423680,423681,423672,423673,423674,423675,423676,423667,423668,423669,423670,423671,423662,423663,423664,423665,423666,423657,423658,423659,423660,423661,423652,423653,423654,423655,423656,423647,423648,423649,423650,423651,423642,423643,423644,423645,423646,423637,423638,423639,423640,423641,423632,423633,423634,423635,423636,423627,423628,423629,423630,423631,423622,423623,423624,423625,423626,423617,423618,423619,423620,423621,423612,423613,423614,423615,423616,423607,423608,423609,423610,423611,423602,423603,423604,423605,423606,423597,423598,423599,423600,423601,423592,423593,423594,423595,423596,423587,423588,423589,423590,423591,423582,423583,423584,423585,423586,423577,423578,423579,423580,423581,423572,423573,423574,423575,423576,423567,423568,423569,423570,423571,423562,423563,423564,423565,423566,423557,423558,423559,423560,423561,423552,423553,423554,423555,423556,423547,423548,423549,423550,423551",6.5,False,56,0,entry and exit minute not sequenced,
541,19.9331086948834,100,"424127,424128,424129,424130,424131,424122,424123,424124,424125,424126,424117,424118,424119,424120,424121,424112,424113,424114,424115,424116,424107,424108,424109,424110,424111,424102,424103,424104,424105,424106,424097,424098,424099,424100,424101,424092,424093,424094,424095,424096,424087,424088,424089,424090,424091,424082,424083,424084,424085,424086,424077,424078,424079,424080,424081,424072,424073,424074,424075,424076,424067,424068,424069,424070,424071,424062,424063,424064,424065,424066,424057,424058,424059,424060,424061,424052,424053,424054,424055,424056,424047,424048,424049,424050,424051,424042,424043,424044,424045,424046,424037,424038,424039,424040,424041,424032,424033,424034,424035,424036,424027,424028,424029,424030,424031,424022,424023,424024,424025,424026,424017,424018,424019,424020,424021,424012,424013,424014,424015,424016,424007,424008,424009,424010,424011,424002,424003,424004,424005,424006,423997,423998,423999,424000,424001,423992,423993,423994,423995,423996,423987,423988,423989,423990,423991,423982,423983,423984,423985,423986,423977,423978,423979,423980,423981,423972,423973,423974,423975,423976,423967,423968,423969,423970,423971,423962,423963,423964,423965,423966,423957,423958,423959,423960,423961,423952,423953,423954,423955,423956,423947,423948,423949,423950,423951,423942,423943,423944,423945,423946,423937,423938,423939,423940,423941,423932,423933,423934,423935,423936,423927,423928,423929,423930,423931,423922,423923,423924,423925,423926,423917,423918,423919,423920,423921,423912,423913,423914,423915,423916,423907,423908,423909,423910,423911,423902,423903,423904,423905,423906,423897,423898,423899,423900,423901,423892,423893,423894,423895,423896,423887,423888,423889,423890,423891,423882,423883,423884,423885,423886,423877,423878,423879,423880,423881,423872,423873,423874,423875,423876,423867,423868,423869,423870,423871,423862,423863,423864,423865,423866,423857,423858,423859,423860,423861,423852,423853,423854,423855,423856,423847,423848,423849,423850,423851,423842,423843,423844,423845,423846,423837,423838,423839,423840,423841,423832,423833,423834,423835,423836,423827,423828,423829,423830,423831,423822,423823,423824,423825,423826,423817,423818,423819,423820,423821,423812,423813,423814,423815,423816,423807,423808,423809,423810,423811,423802,423803,423804,423805,423806,423797,423798,423799,423800,423801,423792,423793,423794,423795,423796,423787,423788,423789,423790,423791,423782,423783,423784,423785,423786,423777,423778,423779,423780,423781,423772,423773,423774,423775,423776,423767,423768,423769,423770,423771,423762,423763,423764,423765,423766,423757,423758,423759,423760,423761,423752,423753,423754,423755,423756,423747,423748,423749,423750,423751,423742,423743,423744,423745,423746,423737,423738,423739,423740,423741,423732,423733,423734,423735,423736,423727,423728,423729,423730,423731,423722,423723,423724,423725,423726,423717,423718,423719,423720,423721,423712,423713,423714,423715,423716,423707,423708,423709,423710,423711,423702,423703,423704,423705,423706,423697,423698,423699,423700,423701,423692,423693,423694,423695,423696,423687,423688,423689,423690,423691,423682,423683,423684,423685,423686,423677,423678,423679,423680,423681,423672,423673,423674,423675,423676,423667,423668,423669,423670,423671,423662,423663,423664,423665,423666,423657,423658,423659,423660,423661,423652,423653,423654,423655,423656,423647,423648,423649,423650,423651,423642,423643,423644,423645,423646,423637,423638,423639,423640,423641,423632,423633,423634,423635,423636",28.0,False,106,0,entry and exit minute not sequenced,
542,32.301189458896566,100,"424267,424268,424269,424270,424271,424262,424263,424264,424265,424266,424257,424258,424259,424260,424261,424252,424253,424254,424255,424256,424247,424248,424249,424250,424251,424242,424243,424244,424245,424246,424237,424238,424239,424240,424241,424232,424233,424234,424235,424236,424227,424228,424229,424230,424231,424222,424223,424224,424225,424226,424217,424218,424219,424220,424221,424212,424213,424214,424215,424216,424207,424208,424209,424210,424211,424202,424203,424204,424205,424206,424197,424198,424199,424200,424201,424192,424193,424194,424195,424196,424187,424188,424189,424190,424191,424182,424183,424184,424185,424186,424177,424178,424179,424180,424181,424172,424173,424174,424175,424176,424167,424168,424169,424170,424171,424162,424163,424164,424165,424166,424157,424158,424159,424160,424161,424152,424153,424154,424155,424156,424147,424148,424149,424150,424151,424142,424143,424144,424145,424146,424137,424138,424139,424140,424141,424132,424133,424134,424135,424136,424127,424128,424129,424130,424131,424122,424123,424124,424125,424126,424117,424118,424119,424120,424121,424112,424113,424114,424115,424116,424107,424108,424109,424110,424111,424102,424103,424104,424105,424106,424097,424098,424099,424100,424101,424092,424093,424094,424095,424096,424087,424088,424089,424090,424091,424082,424083,424084,424085,424086,424077,424078,424079,424080,424081,424072,424073,424074,424075,424076,424067,424068,424069,424070,424071,424062,424063,424064,424065,424066,424057,424058,424059,424060,424061,424052,424053,424054,424055,424056,424047,424048,424049,424050,424051,424042,424043,424044,424045,424046,424037,424038,424039,424040,424041,424032,424033,424034,424035,424036,424027,424028,424029,424030,424031,424022,424023,424024,424025,424026,424017,424018,424019,424020,424021,424012,424013,424014,424015,424016,424007,424008,424009,424010,424011,424002,424003,424004,424005,424006,423997,423998,423999,424000,424001,423992,423993,423994,423995,423996,423987,423988,423989,423990,423991,423982,423983,423984,423985,423986,423977,423978,423979,423980,423981,423972,423973,423974,423975,423976,423967,423968,423969,423970,423971,423962,423963,423964,423965,423966,423957,423958,423959,423960,423961,423952,423953,423954,423955,423956,423947,423948,423949,423950,423951,423942,423943,423944,423945,423946,423937,423938,423939,423940,423941,423932,423933,423934,423935,423936,423927,423928,423929,423930,423931,423922,423923,423924,423925,423926,423917,423918,423919,423920,423921,423912,423913,423914,423915,423916,423907,423908,423909,423910,423911,423902,423903,423904,423905,423906,423897,423898,423899,423900,423901,423892,423893,423894,423895,423896,423887,423888,423889,423890,423891,423882,423883,423884,423885,423886,423877,423878,423879,423880,423881,423872,423873,423874,423875,423876,423867,423868,423869,423870,423871,423862,423863,423864,423865,423866,423857,423858,423859,423860,423861,423852,423853,423854,423855,423856,423847,423848,423849,423850,423851,423842,423843,423844,423845,423846,423837,423838,423839,423840,423841,423832,423833,423834,423835,423836,423827,423828,423829,423830,423831,423822,423823,423824,423825,423826,423817,423818,423819,423820,423821,423812,423813,423814,423815,423816,423807,423808,423809,423810,423811,423802,423803,423804,423805,423806,423797,423798,423799,423800,423801,423792,423793,423794,423795,423796,423787,423788,423789,423790,423791,423782,423783,423784,423785,423786,423777,423778,423779,423780,423781,423772,423773,423774,423775,423776",89.75,False,37,0,entry and exit minute not sequenced,
543,42.75877784540453,100,"424352,424353,424354,424355,424356,424347,424348,424349,424350,424351,424342,424343,424344,424345,424346,424337,424338,424339,424340,424341,424332,424333,424334,424335,424336,424327,424328,424329,424330,424331,424322,424323,424324,424325,424326,424317,424318,424319,424320,424321,424312,424313,424314,424315,424316,424307,424308,424309,424310,424311,424302,424303,424304,424305,424306,424297,424298,424299,424300,424301,424292,424293,424294,424295,424296,424287,424288,424289,424290,424291,424282,424283,424284,424285,424286,424277,424278,424279,424280,424281,424272,424273,424274,424275,424276,424267,424268,424269,424270,424271,424262,424263,424264,424265,424266,424257,424258,424259,424260,424261,424252,424253,424254,424255,424256,424247,424248,424249,424250,424251,424242,424243,424244,424245,424246,424237,424238,424239,424240,424241,424232,424233,424234,424235,424236,424227,424228,424229,424230,424231,424222,424223,424224,424225,424226,424217,424218,424219,424220,424221,424212,424213,424214,424215,424216,424207,424208,424209,424210,424211,424202,424203,424204,424205,424206,424197,424198,424199,424200,424201,424192,424193,424194,424195,424196,424187,424188,424189,424190,424191,424182,424183,424184,424185,424186,424177,424178,424179,424180,424181,424172,424173,424174,424175,424176,424167,424168,424169,424170,424171,424162,424163,424164,424165,424166,424157,424158,424159,424160,424161,424152,424153,424154,424155,424156,424147,424148,424149,424150,424151,424142,424143,424144,424145,424146,424137,424138,424139,424140,424141,424132,424133,424134,424135,424136,424127,424128,424129,424130,424131,424122,424123,424124,424125,424126,424117,424118,424119,424120,424121,424112,424113,424114,424115,424116,424107,424108,424109,424110,424111,424102,424103,424104,424105,424106,424097,424098,424099,424100,424101,424092,424093,424094,424095,424096,424087,424088,424089,424090,424091,424082,424083,424084,424085,424086,424077,424078,424079,424080,424081,424072,424073,424074,424075,424076,424067,424068,424069,424070,424071,424062,424063,424064,424065,424066,424057,424058,424059,424060,424061,424052,424053,424054,424055,424056,424047,424048,424049,424050,424051,424042,424043,424044,424045,424046,424037,424038,424039,424040,424041,424032,424033,424034,424035,424036,424027,424028,424029,424030,424031,424022,424023,424024,424025,424026,424017,424018,424019,424020,424021,424012,424013,424014,424015,424016,424007,424008,424009,424010,424011,424002,424003,424004,424005,424006,423997,423998,423999,424000,424001,423992,423993,423994,423995,423996,423987,423988,423989,423990,423991,423982,423983,423984,423985,423986,423977,423978,423979,423980,423981,423972,423973,423974,423975,423976,423967,423968,423969,423970,423971,423962,423963,423964,423965,423966,423957,423958,423959,423960,423961,423952,423953,423954,423955,423956,423947,423948,423949,423950,423951,423942,423943,423944,423945,423946,423937,423938,423939,423940,423941,423932,423933,423934,423935,423936,423927,423928,423929,423930,423931,423922,423923,423924,423925,423926,423917,423918,423919,423920,423921,423912,423913,423914,423915,423916,423907,423908,423909,423910,423911,423902,423903,423904,423905,423906,423897,423898,423899,423900,423901,423892,423893,423894,423895,423896,423887,423888,423889,423890,423891,423882,423883,423884,423885,423886,423877,423878,423879,423880,423881,423872,423873,423874,423875,423876,423867,423868,423869,423870,423871,423862,423863,423864,423865,423866,423857,423858,423859,423860,423861",25.0,False,21,0,entry and exit minute not sequenced,
