plan_id,version,trade_date,session,lifecycle,trigger_reason,degraded,dark_regime_count,created_ct,bias,conviction,day_type,n_scen,longs,shorts,arms_enabled
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-01,ASIA,active,level_event,0,1,"2026-09-02 01:51:21","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m close below 29016.50 ONL flips bias to short""}",,balance,2,1,1,1
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,LONDON,active,owner_reset,0,1,"2026-09-02 07:15:26","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""A 5m close below 29058.75 PDC flips the lean to short; a 2x5m close below 29001.75 PDL kills the plan.""}",,balance,3,2,1,1
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,LONDON,active,level_event,0,1,"2026-09-02 07:21:59","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""A 2x5m close below 29058.75 PDC flips bias short.""}",,balance,5,4,1,1
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,LONDON,active,level_event,0,1,"2026-09-02 07:44:03","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""5m close below 29001.75""}",,balance,5,4,1,1
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,LONDON,active,level_event,0,1,"2026-09-02 08:01:50","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2 consecutive 5m closes below RTH-L 29001.75 flip intraday bias to short.""}",,balance,3,2,1,1
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,NY,dormant,"dormant:flip:flip-condition: 5m_close close above 29058.75 (buffer 0.5×ATR14, 6× 5m closes) → bias long",0,1,"2026-09-02 08:09:44","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""5m close above 29058.75 PDC flips bias long; 5m close below 28927.25 ONL is the plan death""}",,balance,4,3,1,1
2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,LONDON,active,level_event,0,1,"2026-09-02 08:20:47","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""5m close below 29001.75 RTH-L flips bias to short.""}",,balance,4,4,0,1
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,NY,active,level_event,0,1,"2026-09-02 08:45:28","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""5m close below 29042.75 OR-L flips bias short""}",,balance,3,3,0,0
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,NY,active,level_event,0,1,"2026-09-02 09:21:18","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m below 29001.75 RTH-L flips short; 5m_close below 28927.25 ONL voids the plan""}",,balance,4,3,1,1
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,NY,active,level_event,0,1,"2026-09-02 09:45:52","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m close below 29001.75 RTH-L flips bias to short""}",,balance,2,1,1,2
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,NY,active,level_event,0,1,"2026-09-02 10:22:33","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""Two 5m closes below RTH-L 29001.75 (downside day-range break) flip the bias to short; above that, the discount rule per bias-tree branch 5 keeps the stance long.""}",,balance,4,4,0,2
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,NY,active,level_event,0,1,"2026-09-02 10:50:53","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m close below 29058.75 PDC flips to short""}",,trend,4,4,0,0
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,NY,active,level_event,0,1,"2026-09-02 11:20:19","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""5m close below 29058.75 PDC""}",,balance,4,3,1,1
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,NY,active,level_event,0,1,"2026-09-02 11:47:10","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m close above RTH-H 29317.25 flips bias to short (premium)""}",,balance,2,2,0,1
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,NY,active,level_event,0,1,"2026-09-02 12:25:10","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""A 5m close below 29001.75 RTH-L flips bias to short.""}",,balance,3,2,1,1
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,NY,active,level_event,0,1,"2026-09-02 13:02:15","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""A 2x5m close below 29001.75 flips the session short; a 5m close below 28927.25 voids all.""}",,balance,4,2,2,3
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,NY,active,level_event,0,1,"2026-09-02 13:28:36","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m close below 29001.75 RTH-L flips bias to short; a 5m close below 28927.25 ONL is plan death.""}",,balance,4,3,1,2
2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,NY,active,level_event,0,1,"2026-09-02 13:56:59","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m closes below PDC 29058.75 flips bias to short""}",,balance,3,2,1,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-02,ASIA,active,ASIA_scheduled_read,0,1,"2026-09-02 16:36:02","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""2x5m close below 29042.75 OR-L flips to short""}",,balance,4,3,1,0
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 17:18:29","{""direction"":""long"",""conviction"":""low"",""flip_condition"":""A 5m close below 29175.56 VWAP+1σ flips the session bias to short for a push to ONL/PDC.""}",,balance,2,1,1,0
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 17:50:56","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""5m close above 29209.25 flips long; two 5m closes below 29136.25 invalidate plan""}",,balance,3,1,2,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 18:04:42","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""5m close above 29208.75 ONH flips bias to long""}",,balance,3,1,2,2
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 18:21:05","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""2x5m close above 29208.75 ONH flips long""}",,balance,4,2,2,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 18:43:33","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""A 5m close above 29209.25 Supply·1h flips the session bias to long.""}",,balance,3,1,2,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 19:02:39","{""direction"":""short"",""conviction"":""medium"",""flip_condition"":""2x5m closes above 29212.50 flip to long""}",,balance,2,1,1,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-09-02,ASIA,dormant,"dormant:flip:flip-condition: 2x5m close above 29175.66 (buffer 0.5×ATR14, 2× 5m closes) → bias long",0,1,"2026-09-02 20:05:55","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""2x5m close above 29175.66 VWAP flips to long""}",,balance,3,0,3,3
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 20:38:20","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""5m close above 29200.50""}",,balance,2,0,2,0
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 21:03:03","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""Two 5m closes above 29212.50 flip bias to long""}",,balance,3,1,2,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 21:31:58","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""5m close above 29208.63 VWAP+2σ — premium-fade thesis void, flip long""}",,balance,4,1,3,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,ASIA,active,level_event,0,1,"2026-09-02 21:49:57","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""a 5m close above 29208.69 (VWAP+2σ) flips the working bias to long""}",,balance,3,1,2,2
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-09-02,ASIA,active,"rearmed:5m_close close back below 29211.00 (buffer 0.5×ATR14, 2× 5m closes)",0,1,"2026-09-02 22:12:42","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""5m close above 29208.39 VWAP+2σ flips bias to long""}",,balance,3,1,2,1
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,2026-09-02,ASIA,active,level_event,0,1,"2026-09-03 00:08:45","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""2 consecutive 5m closes below 29186.14 VWAP flips bias short""}",,balance,4,1,3,2
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,2026-09-02,ASIA,dormant,"dormant:death:death-condition: 5m_close close above 29132.50 (buffer 0.5×ATR14, 2× 5m closes)",0,1,"2026-09-03 00:34:14","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""Two 5m closes above 29207.50 PDC flip to long; one 5m close above 29132.50 invalidates the short lean.""}",,trend-down,2,0,2,0
2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,LONDON,dormant,"dormant:flip:flip-condition: 2x5m close above 29221.98 (buffer 0.5×ATR14, 2× 5m closes) → bias long",0,1,"2026-09-03 01:34:53","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""2x5m close above 29207.50 PDC flips long""}",,balance,2,1,1,0
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,NY,dormant,"dormant:death:death-condition: 2x5m close above 29293.00 (buffer 0.5×ATR14, 2× 5m closes)",0,1,"2026-09-03 08:05:19","{""direction"":""short"",""conviction"":""medium"",""flip_condition"":""5m close above 29259.67 flips to long; 2x5m close above 29293 kills the plan""}",,balance,3,1,2,1
2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,LONDON,active,level_event,0,1,"2026-09-03 08:15:44","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""5m close above 29255.00 flips to long""}",,balance,3,1,2,1
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,NY,active,level_event,0,1,"2026-09-03 08:45:05","{""direction"":""short"",""conviction"":""medium"",""flip_condition"":""A single 5m close above 29285.00 OR-H flips to long.""}",,balance,3,1,2,1
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-03,NY,active,level_event,0,1,"2026-09-03 09:15:31","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""5m close below 29255.00 PDH flips short toward 29209.25""}",,trend,4,2,2,1
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-03,NY,active,level_event,0,1,"2026-09-03 09:44:33","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""5m close below 29260.00 flips short""}",,trend,3,3,0,0
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-03,NY,active,level_event,0,1,"2026-09-03 10:14:45","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""2x5m closes below 29406.28 flip to short""}",,trend,2,1,1,0
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-03,NY,active,level_event,0,1,"2026-09-03 10:49:57","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""Two 5m closes below 29502.88 flip the session bias to short.""}",,trend,3,2,1,2
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-03,NY,dormant,"dormant:death:death-condition: 2x5m close below 29502.25 (buffer 0.5×ATR14, 2× 5m closes)",0,1,"2026-09-03 11:27:53","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""A 5m close below 29512.29 (VWAP+2σ) flips bias to short; 2x5m close below 29502.25 (SWG-L·5m) voids the plan.""}",,trend,3,2,1,1
2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,ASIA,active,ASIA_scheduled_read,0,1,"2026-09-03 16:37:36","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""A 5m close below 29460.16 flips bias to short.""}",,trend,4,3,1,0
2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,ASIA,dormant,level_event,0,1,"2026-09-03 18:47:53","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""A 5m close above 29513.00 flips the bias long.""}",,balance,3,2,1,0
2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-03,ASIA,active,level_event,0,1,"2026-09-03 19:28:36","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""5m close below 29503.08 VWAP flips bias to short.""}",,balance,3,2,1,0
2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-03,ASIA,active,level_event,0,1,"2026-09-03 19:53:35","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""5m close above 29548.00 flips long""}",,balance,2,1,1,1
2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-03,ASIA,dormant,level_event,0,1,"2026-09-03 20:32:32","{""direction"":""short"",""conviction"":""medium"",""flip_condition"":""2x5m closes above 29548.00 flip to breakout long""}",,balance,3,1,2,1
2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-03,ASIA,active,level_event,0,1,"2026-09-04 00:40:13","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""5m close below 29601.00 PDH flips short""}",,trend,4,3,1,1
2026-09-03:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-09-03,ASIA,dormant,level_event,0,1,"2026-09-04 01:20:35","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""5m close below 29619.50 flips bias to short""}",,trend,3,2,1,0
2026-09-04:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-04,LONDON,active,LONDON_scheduled_read,0,1,"2026-09-04 01:41:15","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""two consecutive 5m closes below 29597.25 PDC flip bias short""}",,trend,4,3,1,1
2026-09-04:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-04,LONDON,active,level_event,0,1,"2026-09-04 02:04:14","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""5m close above 29601.00 PDH flips long""}",,trend,2,0,2,1
2026-09-04:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-04,LONDON,active,level_event,0,1,"2026-09-04 07:56:17","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""5m close above 29601 (PDH) flips the bias to long""}",,balance,3,1,2,0
2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-04,NY,no_trade,planner_fail_closed,0,1,"2026-09-04 08:11:45","{""direction"":""neutral"",""conviction"":""low"",""flip_condition"":""n/a""}",,no-trade,1,1,0,0
2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-04,NY,active,owner_reset,0,1,"2026-09-04 08:44:46","{""direction"":""long"",""conviction"":""medium"",""flip_condition"":""5m close below 29532.64 VWAP−1σ flips bias to short""}",,balance,2,1,1,2
2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-04,NY,active,level_event,0,1,"2026-09-04 08:55:11","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""two 5m closes above 29657.38 Supply·1h flip to long""}",,balance,2,0,2,2
2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-04,NY,active,level_event,0,1,"2026-09-04 11:03:30","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""Two 5m closes above 29720.00 ONH""}",,balance,3,1,2,2
2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-04,NY,active,level_event,0,1,"2026-09-04 11:28:50","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""2x5m close above 29585.00 RTH-H flips bias to long""}",,balance,2,0,2,1
2026-09-04:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-09-04,NY,active,level_event,0,1,"2026-09-04 12:10:35","{""direction"":""short"",""conviction"":""low"",""flip_condition"":""5m close above 29601.00 PDH flips the session to long""}",,balance,3,1,2,2
