id,source,plan_session,side,qty,entry_price,exit_price,entry_ct,exit_ct,hold_min,entry_time,exit_time,realized_pnl,pnl_corrected,close_reason,mae,mfe,entry_confidence,plan_id,plan_version,cited_scenario_id,plan_matched,adherence_grade,plan_band,plan_link_note,entry_order_id,exit_order_id
531,system,NY,LONG,1.0,29443.75,29370.0,"2026-08-20 08:41:37","2026-08-20 08:48:24",6.8,1787233297689,1787233704110,-147.5,-147.5,sync,75.0,16.25,65,2026-08-20:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S3,1,A,"",backfill:reconstructed,<nil>,16b59a18-5678-4222-b652-489ac2dd8635
532,system,NY,SHORT,1.0,29395.75,29240.25,"2026-08-20 09:41:57","2026-08-20 13:05:47",203.8,1787236917055,1787249147278,311.0,311.0,sync,61.5,156.75,64,2026-08-20:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1,A,"",backfill:reconstructed,<nil>,636c6b42-ad27-421f-ae00-a9b207cd1837
533,system,ASIA,SHORT,1.0,29322.25,29349.5,"2026-08-20 17:59:18","2026-08-20 19:12:43",73.4,1787266758375,1787271163275,-54.5,-54.5,sync,30.25,36.0,61,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1,B,"",backfill:reconstructed,<nil>,2c6ee3e0-c6d7-468f-b603-8a932278e82a
534,system,ASIA,SHORT,1.0,29332.25,29365.25,"2026-08-20 19:22:28","2026-08-20 20:49:55",87.4,1787271748349,1787276995308,-66.0,-66.0,sync,36.75,40.5,68,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,1,A,"",backfill:reconstructed,<nil>,bc4ac949-e138-4747-9b1a-49387c16e004
535,system,ASIA,SHORT,1.0,29360.75,29376.25,"2026-08-20 21:08:43","2026-08-20 21:20:57",12.2,1787278123499,1787278857194,-31.0,-31.0,sync,17.75,7.0,65,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1,A,"",backfill:reconstructed,<nil>,abfc78b9-a9d1-4231-8a82-e8f8d233744e
536,system,ASIA,SHORT,1.0,29393.0,29331.0,"2026-08-20 21:36:19","2026-08-20 23:27:34",111.2,1787279779762,1787286454106,124.0,124.0,sync,6.75,62.25,65,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1,A,"",backfill:reconstructed,<nil>,5b01c26b-0415-491f-9019-84b1b8f2d8b2
537,system,ASIA,SHORT,1.0,29360.25,29400.0,"2026-08-21 00:25:10","2026-08-21 01:35:40",70.5,1787289910852,1787294140952,-79.5,-79.5,sync,42.0,20.25,62,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1,B,"",backfill:reconstructed,<nil>,670f2545-98e4-49c0-8964-e07080313a77
538,system,ASIA,SHORT,1.0,29388.25,29373.0,"2026-08-21 01:40:26","2026-08-21 01:45:01",4.6,1787294426615,1787294701430,30.5,30.5,sync,2.75,16.25,65,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1,B,"",backfill:reconstructed,<nil>,Close
539,system,"",SHORT,1.0,29453.0,29495.25,"2026-08-21 03:54:09","2026-08-21 05:00:11",66.0,1787302449656,1787306411326,-84.5,-84.5,sync,43.0,42.25,62,UNRESOLVABLE,2,off-plan,0,C,"",unresolvable:off-plan-cite,<nil>,219c5f0c-514a-4614-b402-0e1210cea390
540,system,LONDON,LONG,1.0,29509.0,29460.0,"2026-08-21 05:04:40","2026-08-21 06:01:16",56.6,1787306680461,1787310076685,-98.0,-98.0,sync,50.0,6.5,65,2026-08-21:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1,B,"",backfill:reconstructed,<nil>,879de528-a98b-4db1-9f5d-7eafd112f9d8
541,system,LONDON,LONG,1.0,29511.75,29470.25,"2026-08-21 06:26:47","2026-08-21 08:13:42",106.9,1787311607785,1787318022696,-83.0,-83.0,sync,42.25,28.0,68,2026-08-21:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1,B,"",backfill:reconstructed,<nil>,c8219490-f2ac-489f-883b-f9bb6fe3d4a4
542,system,NY,SHORT,1.0,29310.0,29310.0,"2026-08-21 08:49:03","2026-08-21 09:27:42",38.7,1787320143292,1787322462787,0.0,0.0,sync,35.5,89.75,64,2026-08-21:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1,A,"",backfill:reconstructed,<nil>,fd288581-abe5-4691-9c06-6b3c7f60c487
543,system,NY,SHORT,1.0,29355.75,29400.0,"2026-08-21 10:12:43","2026-08-21 10:34:30",21.8,1787325163217,1787326470700,-88.5,-88.5,sync,45.0,25.0,62,2026-08-21:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1,A,"",backfill:reconstructed,<nil>,1b594750-ab9c-4b36-9316-033b7cab508a
544,system,NY,SHORT,1.0,29445.0,29475.75,"2026-08-21 10:47:45","2026-08-21 10:51:49",4.1,1787327265787,1787327509227,-61.5,-61.5,sync,31.5,19.5,64,2026-08-21:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S1,1,A,"",backfill:reconstructed,<nil>,5f5e5bc9-e53d-4dfa-be03-f3b4b3186cb5
545,system,"",LONG,1.0,29298.5,29283.75,"2026-08-23 22:28:10","2026-08-23 22:32:25",4.3,1787542090280,1787542345368,-29.5,-29.5,sync,15.25,3.0,62,UNRESOLVABLE,0,"",0,D,"",unresolvable:no-version,<nil>,1a0989a7-82e1-420d-807c-29c8634b19cd
546,system,"",LONG,1.0,29222.5,29178.25,"2026-08-24 07:06:42","2026-08-24 07:32:53",26.2,1787573202596,1787574773287,-88.5,-88.5,sync,51.0,9.75,63,UNRESOLVABLE,0,"",0,F,"",unresolvable:no-version,<nil>,52be3baf-fc01-4900-9ff9-c5ba03a1fe51
547,system,NY,SHORT,1.0,28968.75,29038.5,"2026-08-24 09:09:45","2026-08-24 09:30:50",21.1,1787580585134,1787581850877,-139.5,-139.5,sync,73.25,15.25,62,2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,1,A,"",backfill:reconstructed,<nil>,28705df3-4612-48b3-bb9a-b5a8ee605d25
548,system,NY,SHORT,1.0,29092.75,29120.0,"2026-08-24 09:55:13","2026-08-24 10:29:04",33.8,1787583313785,1787585344309,-54.5,-54.5,sync,44.75,58.5,64,2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1,A,"",backfill:reconstructed,<nil>,3d543275-7369-48f5-912a-e6ff370be846
549,system,NY,SHORT,1.0,29201.5,29116.75,"2026-08-24 11:26:50","2026-08-24 12:55:45",88.9,1787588810349,1787594145174,169.5,169.5,sync,10.5,85.5,64,2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,S2,1,B,"",backfill:reconstructed,<nil>,3a33c8c9-7b23-4d37-befd-3fd73b6221aa
550,system,ASIA,SHORT,1.0,29123.75,29166.0,"2026-08-24 20:43:34","2026-08-24 21:31:55",48.3,1787622214378,1787625115057,-84.5,-84.5,sync,42.5,20.25,62,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1,A,"",backfill:reconstructed,<nil>,5c4432b3-6c03-4929-bb8a-36716b763596
551,system,ASIA,SHORT,1.0,29163.0,29163.0,"2026-08-24 21:43:06","2026-08-24 22:09:04",26.0,1787625786798,1787627344859,0.0,0.0,sync,0.5,69.75,64,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1,A,"",backfill:reconstructed,<nil>,0e40f2f2-0bb9-494e-bd1c-7882a99a67e2
552,system,ASIA,SHORT,1.0,29166.25,29170.0,"2026-08-24 22:17:05","2026-08-24 22:19:48",2.7,1787627825020,1787627988172,-7.5,-7.5,sync,5.5,10.0,63,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1,A,"",backfill:reconstructed,<nil>,29479f0b-bcbd-47dc-8e33-3a20b167d763
553,system,ASIA,SHORT,1.0,29178.5,29192.0,"2026-08-24 23:03:06","2026-08-24 23:05:23",2.3,1787630586859,1787630723285,-27.0,-27.0,sync,18.0,0.0,62,2026-08-24:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,1,B,"",backfill:reconstructed,<nil>,4063a4ae-3ab4-4d97-b8b5-873b386ba0ce
554,system,LONDON,SHORT,1.0,29269.0,29300.0,"2026-08-25 02:09:18","2026-08-25 03:24:37",75.3,1787641758864,1787646277376,-62.0,-62.0,sync,58.75,58.0,62,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1,A,"",backfill:reconstructed,<nil>,12332276-36d1-4b16-9bc5-5b66bbbfdaad
555,system,LONDON,LONG,1.0,29328.0,29412.0,"2026-08-25 04:19:19","2026-08-25 04:57:43",38.4,1787649559289,1787651863713,168.0,168.0,sync,22.5,92.0,65,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,1,A,"",backfill:reconstructed,<nil>,e874f7f3-0e8e-4452-8179-cc19cb4247ef
556,system,LONDON,LONG,1.0,29336.0,29316.0,"2026-08-25 06:04:08","2026-08-25 06:09:43",5.6,1787655848500,1787656183070,-40.0,-40.0,sync,33.5,0.75,62,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1,B,"",backfill:reconstructed,<nil>,da8540fb-7936-48db-af99-802d72be2b05
557,system,LONDON,LONG,1.0,29337.5,29360.75,"2026-08-25 06:14:36","2026-08-25 07:30:54",76.3,1787656476930,1787661054988,46.5,46.5,sync,17.25,71.75,65,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1,B,"",backfill:reconstructed,<nil>,09c7f512-50b9-45dc-8af1-6e2b2058a1d2
558,system,LONDON,LONG,1.0,29339.25,29328.0,"2026-08-25 07:56:41","2026-08-25 08:15:02",18.3,1787662601774,1787663702041,-22.5,-22.5,sync,27.5,5.75,62,2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1,B,"",backfill:reconstructed,<nil>,3aad562c-56ed-4638-947c-d61f247adcd1
559,system,NY,LONG,1.0,29246.25,29207.0,"2026-08-25 09:14:41","2026-08-25 09:30:02",15.3,1787667281458,1787668202197,-78.5,-78.5,sync,100.75,23.5,62,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S4,1,A,"",backfill:reconstructed,<nil>,daab8348-9ad3-4c41-b7fa-10f65e5c4689
560,system,NY,SHORT,1.0,29263.0,29222.5,"2026-08-25 13:53:09","2026-08-25 14:30:16",37.1,1787683989352,1787686216895,81.0,81.0,sync,3.0,50.5,63,2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S3,1,A,"",backfill:reconstructed,<nil>,2b9e7105-2dfd-4785-a56d-d5f96bd9b582
561,system,ASIA,LONG,1.0,29221.25,29195.25,"2026-08-25 19:11:44","2026-08-25 19:25:39",13.9,1787703104205,1787703939651,-52.0,-52.0,sync,30.0,17.5,63,2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S1,1,A,"",backfill:reconstructed,<nil>,c5c22c44-2cb0-4e9e-9826-b2c4a9a4bd87
562,system,LONDON,SHORT,1.0,29212.0,29261.25,"2026-08-26 02:22:06","2026-08-26 06:01:49",219.7,1787728926645,1787742109269,-98.5,-98.5,sync,51.25,25.75,62,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1,A,"",backfill:reconstructed,<nil>,09a2153c-6260-45ff-84e4-e5a076bf19a7
563,system,LONDON,LONG,1.0,29244.0,29219.25,"2026-08-26 06:12:45","2026-08-26 06:38:04",25.3,1787742765384,1787744284225,-49.5,-49.5,sync,29.5,34.75,62,2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,S1,1,B,"",backfill:reconstructed,<nil>,a6cb6c6a-1bd9-49e8-a10d-b6219a334fe4
564,system,LONDON,SHORT,1.0,29585.25,29619.75,"2026-08-27 04:19:45","2026-08-27 04:32:24",12.6,1787822385609,1787823144273,-69.0,-69.0,sync,36.75,6.75,62,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,1,A,"","",<nil>,b1601144-7d07-4dce-adc4-fd4c55435210
565,system,LONDON,SHORT,1.0,29580.0,29611.25,"2026-08-27 05:53:12","2026-08-27 06:05:37",12.4,1787827992777,1787828737791,-62.5,-62.5,sync,32.75,4.25,65,2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,1,B,"","",<nil>,d62ca658-584a-4f70-9765-c7fe25d8de51
566,reconcile,"",LONG,1.0,29611.5,29660.0,"2026-08-27 11:32:53","2026-08-27 12:01:49",28.9,1787848373019,1787850109019,97.0,97.0,sync,,,0,UNRESOLVABLE,0,"",0,F,"","","",88a1eb20-2e90-4573-be8e-2e7d5b6b9417
567,reconcile,ASIA,SHORT,1.0,29621.0,29642.0,"2026-08-28 01:22:04","2026-08-28 01:57:47",35.7,1787898124014,1787900267898,-42.0,-42.0,sync,21.5,28.5,0,2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,S1,1,B,armed_fill,"","",f14ea5dd-206e-47c7-af92-b421e4cac885
568,reconcile,LONDON,SHORT,1.0,29642.0,29658.0,"2026-08-28 07:19:46","2026-08-28 07:23:02",3.3,1787919586429,1787919782166,-32.0,-32.0,sync,17.0,1.75,0,2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S1,1,B,armed_fill,"",888bcd99-e89a-4d9d-b989-cf2db1b238df,888bcd99-e89a-4d9d-b989-cf2db1b238df
569,reconcile,NY,SHORT,1.0,29700.0,29668.5,"2026-08-28 08:44:28","2026-08-28 08:45:28",1.0,1787924668684,1787924728951,63.0,63.0,sync,0.0,36.0,0,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S1,1,A,armed_fill,"","",845ea5ae-a9db-4941-b365-eb13b1892ca0
570,reconcile,NY,LONG,1.0,29463.25,29471.75,"2026-08-28 12:10:21","2026-08-28 13:48:34",98.2,1787937021714,1787942914951,17.0,17.0,sync,14.5,66.25,0,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S2,1,C,armed_fill,"",54ece976-6d62-4350-8234-ddac5a06e65f,54ece976-6d62-4350-8234-ddac5a06e65f
571,reconcile,"",LONG,1.0,29437.0,29414.75,"2026-08-30 17:38:33","2026-08-30 18:13:13",34.7,1788129513175,1788131593328,-44.5,-44.5,sync,22.5,17.0,0,UNRESOLVABLE,0,"",0,F,"","","",84f15f79-d9e2-4d6e-98a8-04ffe2dbafbb
572,e7_farside_test,TEST-E7,SHORT,1.0,29346.25,29346.25,"2026-08-30 22:34:16","2026-08-30 22:46:16",12.0,1788147256663,1788147976616,0.0,,e7_farside_test,5.25,8.5,0,TEST-E7:c15c48a6-a036-4991-b4d0-9c9e0b2295b3,0,TEST-E7,1,"",armed_fill,e7_farside_test,c15c48a6-a036-4991-b4d0-9c9e0b2295b3,reconcile
573,e7_farside_test,"",LONG,1.0,29347.0,29350.0,"2026-08-30 22:52:16","2026-08-30 22:58:37",6.3,1788148336590,1788148717576,6.0,6.0,e7_farside_test,8.0,7.5,0,UNRESOLVABLE,0,"",0,"excluded: test seam","",e7_farside_test,"",916fd225-c6fe-4c9a-9c6b-1acdfe48b52c
574,e7_farside_test,"",LONG,2.0,29348.25,29348.0,"2026-08-30 23:00:16","2026-08-30 23:04:39",4.4,1788148816545,1788149079612,-1.0,-1.0,e7_farside_test,5.0,5.25,0,UNRESOLVABLE,0,"",0,"excluded: test seam","",e7_farside_test,"",Close
575,reconcile,NY,SHORT,1.0,29437.0,29420.75,"2026-08-31 09:59:18","2026-08-31 10:15:28",16.2,1788188358333,1788189328351,32.5,32.5,sync,6.0,41.5,0,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1,A,armed_fill,"",0aa6032e-c6b6-4b65-9730-204538d8babd,Close
576,armed_entry,NY,short,1.0,29437.0,29437.0,"2026-08-31 10:00:01","2026-08-31 10:03:38",3.6,1788188401050,1788188618316,0.0,,reconcile_flat,4.25,41.5,0,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1,A,armed_fill,"",0aa6032e-c6b6-4b65-9730-204538d8babd,reconcile
577,armed_entry,NY,long,1.0,29413.0,29413.0,"2026-08-31 12:25:29","2026-08-31 12:29:08",3.7,1788197129000,1788197348939,0.0,,reconcile_flat,16.25,0.0,0,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,1,C,armed_fill,"",f0bbe9af-c6ce-4444-8243-974c1ce03208,reconcile
578,reconcile,NY,LONG,1.0,29413.0,29459.0,"2026-08-31 12:26:48","2026-08-31 13:10:48",44.0,1788197208950,1788199848747,92.0,92.0,sync,24.75,47.25,0,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S1,1,C,armed_fill,"",f0bbe9af-c6ce-4444-8243-974c1ce03208,netting_fill
579,armed_entry,NY,short,1.0,29459.0,0.0,"2026-08-31 13:09:28","2026-08-31 13:13:08",3.7,1788199768811,1788199988735,0.0,,unresolved,0.0,15.5,0,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S3,1,B,armed_fill,"",060192ea-7281-4b55-b7f7-11a9c11adbe7,""
580,reconcile,"",SHORT,1.0,29417.25,29397.5,"2026-08-31 13:37:08","2026-08-31 13:38:19",1.2,1788201428615,1788201499024,39.5,39.5,sync,0.0,20.75,0,UNRESOLVABLE,0,"",0,D,"","","",060192ea-7281-4b55-b7f7-11a9c11adbe7
581,system,LONDON,SHORT,1.0,29466.0,29370.75,"2026-09-01 02:52:44","2026-09-01 03:06:33",13.8,1788249164041,1788249993712,190.5,190.5,sync,2.5,73.5,62,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1,A,"","",<nil>,c445664b-a12d-427c-8c48-87319ce745d3
582,armed_entry,LONDON,SHORT,1.0,29246.75,29182.0,"2026-09-01 05:23:28","2026-09-01 06:05:34",42.1,1788258208858,1788260734279,129.5,129.5,sync,11.25,69.25,0,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,0,D,"","",0c77307d-92df-4400-86ef-e6b4f8f71c2d,0c77307d-92df-4400-86ef-e6b4f8f71c2d
583,system,LONDON,LONG,1.0,29213.25,29172.0,"2026-09-01 06:35:04","2026-09-01 06:56:47",21.7,1788262504776,1788263807259,-82.5,-82.5,sync,43.25,25.0,64,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,1,B,"","",<nil>,dc462279-b0b3-477c-99d4-b77dbcc42106
584,reconcile,LONDON,SHORT,1.0,29138.0,29085.0,"2026-09-01 08:36:47","2026-09-01 08:38:19",1.5,1788269807953,1788269899464,106.0,106.0,sync,0.0,58.0,0,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,S2,1,A,armed_fill,"",6b5b89c6-7abc-4897-93a0-c97c7679acc4,6b5b89c6-7abc-4897-93a0-c97c7679acc4
585,armed_entry,NY,SHORT,1.0,29182.0,29220.75,"2026-09-01 09:31:08","2026-09-01 09:40:40",9.5,1788273068046,1788273640760,-77.5,-77.5,sync,38.75,0.0,0,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,0,C,"","",18a7cc55-7a5b-4885-af2e-149340d49538,18a7cc55-7a5b-4885-af2e-149340d49538
586,reconcile,NY,LONG,1.0,29082.75,29055.75,"2026-09-01 13:33:06","2026-09-01 13:41:14",8.1,1788287586496,1788288074189,-54.0,-54.0,sync,27.5,0.0,0,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S3,1,A,armed_fill,"",d5fed440-0814-4d9b-97f2-ae010ab28c35,d5fed440-0814-4d9b-97f2-ae010ab28c35
587,system,ASIA,LONG,1.0,29079.25,29048.0,"2026-09-02 00:17:44","2026-09-02 01:03:41",46.0,1788326264539,1788329021861,-62.5,-62.5,sync,33.0,25.75,62,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,S3,1,B,"","",<nil>,d1e5c248-c186-465d-b44e-6e13acda477d
588,system,LONDON,LONG,1.0,29082.5,29050.0,"2026-09-02 07:41:05","2026-09-02 07:51:38",10.5,1788352865663,1788353498565,-65.0,-65.0,sync,33.25,0.0,63,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S2,1,B,"","",<nil>,0b175d0f-945e-4b81-9dc5-40fc9aebf73f
589,system,NY,LONG,1.0,29192.5,29115.0,"2026-09-02 09:41:04","2026-09-02 09:59:27",18.4,1788360064833,1788361167398,-155.0,-155.0,sync,80.5,10.25,65,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S3,1,A,"","",<nil>,56d0fa5b-031b-4f9f-be54-0539ae6d6768
590,system,NY,LONG,1.0,29193.25,29143.75,"2026-09-02 10:37:17","2026-09-02 10:49:30",12.2,1788363437167,1788364170319,-99.0,-99.0,sync,49.75,1.0,68,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,S4,1,A,"","",<nil>,447ef539-0ca7-48f7-b3bf-a5d5ce8cef06
