plan_id,version,trade_date,session,trigger_reason,lifecycle,created_at
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-08-24,NY,owner_reset,active,2026-08-24 16:03:50.525709612+00:00
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-08-24,NY,owner_reset,active,2026-08-24 16:10:07.931055329+00:00
2026-08-24:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-08-24,NY,owner_reset,active,2026-08-24 16:19:30.348326098+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-25,ASIA,ASIA_scheduled_read,active,2026-08-25 22:05:07.288002058+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-25,ASIA,planner_fail_closed,no_trade,2026-08-25 22:29:20.214348238+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-08-25,ASIA,owner_reset,active,2026-08-25 23:08:10.389725004+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-08-25,ASIA,level_event,active,2026-08-25 23:15:03.217343297+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-08-25,ASIA,level_event,active,2026-08-25 23:22:02.948343328+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-08-25,ASIA,level_event,active,2026-08-25 23:45:02.69370922+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-08-25,ASIA,level_event,active,2026-08-25 23:52:59.31373545+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-08-25,ASIA,replans_exhausted,no_trade,2026-08-26 00:35:01.039047124+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-08-25,ASIA,planner_fail_closed,no_trade,2026-08-26 02:36:44.579584812+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-08-25,ASIA,owner_reset,active,2026-08-26 04:55:53.543668947+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-08-25,ASIA,level_event,active,2026-08-26 05:04:40.581701702+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-08-25,ASIA,owner_reset,active,2026-08-26 05:29:52.393826593+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-08-25,ASIA,level_event,active,2026-08-26 06:02:29.743948983+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,2026-08-25,ASIA,level_event,active,2026-08-26 06:12:08.952544196+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,2026-08-25,ASIA,owner_reset,active,2026-08-26 06:26:14.282204177+00:00
2026-08-25:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,16,2026-08-25,ASIA,ASIA_scheduled_read,active,2026-08-26 07:04:03.52758587+00:00
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-25,LONDON,LONDON_scheduled_read,active,2026-08-25 07:04:10.56100735+00:00
2026-08-25:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-25,LONDON,LONDON_scheduled_read,active,2026-08-25 09:09:27.368966321+00:00
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-25,NY,NY_scheduled_read,active,2026-08-25 13:35:00.440884581+00:00
2026-08-25:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-25,NY,NY_scheduled_read,active,2026-08-25 14:36:32.271125639+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-26,ASIA,ASIA_scheduled_read,active,2026-08-26 22:06:12.677010361+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-26,ASIA,planner_fail_closed,no_trade,2026-08-26 23:01:15.076371432+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-08-26,ASIA,owner_reset,active,2026-08-27 00:02:08.802490536+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-08-26,ASIA,structure_mss,active,2026-08-27 00:52:59.078467033+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-08-26,ASIA,level_event,active,2026-08-27 01:13:56.798634168+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-08-26,ASIA,ASIA_scheduled_read,active,2026-08-27 01:45:50.225808798+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-08-26,ASIA,level_event,active,2026-08-27 02:09:04.089430447+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-08-26,ASIA,level_event,active,2026-08-27 03:06:22.298249582+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-08-26,ASIA,level_event,active,2026-08-27 03:50:13.447980097+00:00
2026-08-26:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-08-26,ASIA,"dormant:flip:flip-condition: 15m_close close below 29464.82 (buffer 0.5×ATR14, 2× 15m closes) → bias short",dormant,2026-08-27 04:10:36.09519376+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-26,LONDON,LONDON_scheduled_read,active,2026-08-26 07:09:52.946123841+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-26,LONDON,level_event,active,2026-08-26 07:33:49.969236927+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-08-26,LONDON,level_event,active,2026-08-26 08:26:13.014579278+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-08-26,LONDON,level_event,active,2026-08-26 08:59:46.328319006+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-08-26,LONDON,level_event,active,2026-08-26 09:30:00.597684589+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-08-26,LONDON,level_event,active,2026-08-26 09:59:46.142023859+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-08-26,LONDON,level_event,active,2026-08-26 10:33:13.514305077+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-08-26,LONDON,replans_exhausted,no_trade,2026-08-26 11:03:54.123789018+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-08-26,LONDON,level_event,active,2026-08-26 11:05:35.472080331+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-08-26,LONDON,level_event,active,2026-08-26 11:34:00.898914194+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-08-26,LONDON,level_event,active,2026-08-26 12:06:45.581322669+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-08-26,LONDON,replans_exhausted,no_trade,2026-08-26 12:38:06.514145061+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-08-26,LONDON,level_event,active,2026-08-26 12:39:04.302695997+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,2026-08-26,LONDON,level_event,active,2026-08-26 12:48:40.733204228+00:00
2026-08-26:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,2026-08-26,LONDON,level_event,active,2026-08-26 13:30:48.789370689+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-26,NY,NY_scheduled_read,active,2026-08-26 13:32:30.541955913+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-26,NY,level_event,active,2026-08-26 13:48:28.261108596+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-08-26,NY,NY_scheduled_read,active,2026-08-26 14:24:07.617302753+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-08-26,NY,level_event,active,2026-08-26 14:35:45.341555563+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-08-26,NY,NY_scheduled_read,active,2026-08-26 15:04:46.278329593+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-08-26,NY,level_event,active,2026-08-26 15:09:28.395284876+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-08-26,NY,level_event,active,2026-08-26 15:44:42.971889765+00:00
2026-08-26:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-08-26,NY,replans_exhausted,no_trade,2026-08-26 16:15:53.757898039+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-27,ASIA,planner_fail_closed,no_trade,2026-08-27 22:25:10.296842622+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-27,ASIA,owner_reset,active,2026-08-27 22:42:49.493185529+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-08-27,ASIA,level_event,active,2026-08-27 23:04:19.566464105+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-08-27,ASIA,level_event,active,2026-08-27 23:26:09.990570043+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-08-27,ASIA,level_event,active,2026-08-28 00:53:45.515374128+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-08-27,ASIA,level_event,active,2026-08-28 01:22:24.743742043+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-08-27,ASIA,"rearmed:2x5m close back below 29678.25 (buffer 0.5×ATR14, 2× 5m closes)",active,2026-08-28 01:54:08.021622947+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,2026-08-27,ASIA,level_event,active,2026-08-28 02:49:38.209829221+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,2026-08-27,ASIA,level_event,active,2026-08-28 04:14:29.11870769+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,2026-08-27,ASIA,level_event,active,2026-08-28 05:00:39.924313791+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-08-27,ASIA,level_event,active,2026-08-28 05:44:43.231773184+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-08-27,ASIA,level_event,active,2026-08-28 06:02:44.772419143+00:00
2026-08-27:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-08-27,ASIA,level_event,active,2026-08-28 06:43:10.839025101+00:00
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-27,LONDON,LONDON_scheduled_read,active,2026-08-27 07:01:51.690134211+00:00
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-27,LONDON,level_event,active,2026-08-27 07:21:46.43187497+00:00
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-08-27,LONDON,level_event,active,2026-08-27 08:07:37.947974008+00:00
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-08-27,LONDON,level_event,active,2026-08-27 08:22:52.769117751+00:00
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-08-27,LONDON,level_event,active,2026-08-27 08:52:32.204505131+00:00
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,2026-08-27,LONDON,level_event,active,2026-08-27 09:29:53.998445146+00:00
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,2026-08-27,LONDON,level_event,active,2026-08-27 13:06:27.164868537+00:00
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-08-27,NY,planner_fail_closed,no_trade,2026-08-27 13:47:04.776740834+00:00
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-08-27,NY,planner_fail_closed,no_trade,2026-08-27 15:00:52.653810658+00:00
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-08-27,NY,owner_reset,active,2026-08-27 16:31:06.084651165+00:00
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-08-27,NY,level_event,active,2026-08-27 18:50:22.541728778+00:00
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-08-27,NY,level_event,active,2026-08-27 19:04:28.355574275+00:00
