caller_id	path	line	callee_expression	resolution
agent/active_session.go:144:1:pendingHintFromAssistantReply	agent/active_session.go	153	strings.ToLower	syntax-only; target not type-resolved
agent/active_session.go:144:1:pendingHintFromAssistantReply	agent/active_session.go	155	strings.HasSuffix	syntax-only; target not type-resolved
agent/active_session.go:144:1:pendingHintFromAssistantReply	agent/active_session.go	155	strings.HasSuffix	syntax-only; target not type-resolved
agent/active_session.go:164:1:setActiveSessionPendingHint	agent/active_session.go	168	pendingHintFromAssistantReply	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	179	a.getActiveSkillSession	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	179	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	180	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	182	a.getExecutionState	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	182	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	183	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	185	a.getPendingProposalSession	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	185	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	186	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	188	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	188	a.getLastAssistantReply	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	192	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	196	len	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	201	strings.EqualFold	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	201	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	201	fmt.Sprint	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	205	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	205	fmt.Sprint	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	212	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	212	fmt.Sprint	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	215	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	215	fmt.Sprint	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	222	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	222	fmt.Sprint	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	225	strings.TrimSpace	syntax-only; target not type-resolved
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	225	fmt.Sprint	syntax-only; target not type-resolved
agent/active_session.go:230:1:missingRequiredFields	agent/active_session.go	231	getSkillDefinition	syntax-only; target not type-resolved
agent/active_session.go:230:1:missingRequiredFields	agent/active_session.go	241	activeSessionHasField	syntax-only; target not type-resolved
agent/active_session.go:230:1:missingRequiredFields	agent/active_session.go	242	append	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	250	getSkillDefinition	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	254	missingRequiredFields	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	255	len	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	258	make	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	258	len	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	262	append	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	262	fmt.Sprintf	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	266	len	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	267	fmt.Sprintf	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	267	strings.Join	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	269	append	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	269	fmt.Sprintf	syntax-only; target not type-resolved
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	271	strings.Join	syntax-only; target not type-resolved
agent/agent.go:76:1:New	agent/agent.go	78	DefaultConfig	syntax-only; target not type-resolved
agent/agent.go:76:1:New	agent/agent.go	80	newChatHistory	syntax-only; target not type-resolved
agent/agent.go:76:1:New	agent/agent.go	80	newPendingTrades	syntax-only; target not type-resolved
agent/agent.go:76:1:New	agent/agent.go	80	make	syntax-only; target not type-resolved
agent/agent.go:85:1:ensureHistory	agent/agent.go	87	newChatHistory	syntax-only; target not type-resolved
agent/agent.go:91:1:log	agent/agent.go	95	slog.Default	syntax-only; target not type-resolved
agent/agent.go:98:1:flowLock	agent/agent.go	102	a.flowLocks.LoadOrStore	syntax-only; target not type-resolved
agent/agent.go:106:1:EnsureAIClient	agent/agent.go	107	a.ensureAIClientForStoreUser	syntax-only; target not type-resolved
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	115	a.loadAIClientFromStoreUser	syntax-only; target not type-resolved
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	117	a.log().Info	syntax-only; target not type-resolved
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	117	a.log	syntax-only; target not type-resolved
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	122	a.log().Warn	syntax-only; target not type-resolved
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	122	a.log	syntax-only; target not type-resolved
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	125	a.log().Warn	syntax-only; target not type-resolved
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	125	a.log	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	130	a.log().Warn	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	130	a.log	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	139	append	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	142	a.store.AIModel().List	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	142	a.store.AIModel	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	144	a.log().Warn	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	144	a.log	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	147	rankAgentModelCandidates	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	150	agentModelHasUsableAPIKey	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	154	a.log().Info	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	154	a.log	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	160	len	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	161	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	162	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	167	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	167	string	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	168	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	169	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	170	strings.ToLower	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	170	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	174	mcp.NewAIClientByProvider	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	181	client.SetAPIKey	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	184	embedder.BaseClient	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	187	a.log().Info	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	187	a.log	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	191	resolveModelRuntimeConfig	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	193	a.log().Warn	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	193	a.log	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	205	mcp.NewClient	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	205	mcp.WithHTTPClient	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	206	client.SetAPIKey	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	207	mcp.ApplyThinking	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	208	mcp.ApplyThinking	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	209	a.log().Info	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	209	a.log	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	214	a.log().Warn	syntax-only; target not type-resolved
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	214	a.log	syntax-only; target not type-resolved
agent/agent.go:224:1:rankAgentModelCandidates	agent/agent.go	225	make	syntax-only; target not type-resolved
agent/agent.go:224:1:rankAgentModelCandidates	agent/agent.go	225	len	syntax-only; target not type-resolved
agent/agent.go:224:1:rankAgentModelCandidates	agent/agent.go	231	agentModelUSDCBalance	syntax-only; target not type-resolved
agent/agent.go:224:1:rankAgentModelCandidates	agent/agent.go	235	append	syntax-only; target not type-resolved
agent/agent.go:224:1:rankAgentModelCandidates	agent/agent.go	238	sort.SliceStable	syntax-only; target not type-resolved
agent/agent.go:238:31:<anonymous>	agent/agent.go	255	leftUpdatedAt.Equal	syntax-only; target not type-resolved
agent/agent.go:238:31:<anonymous>	agent/agent.go	256	leftUpdatedAt.After	syntax-only; target not type-resolved
agent/agent.go:272:1:agentModelUSDCBalance	agent/agent.go	273	agentProviderSupportsUSDCBalance	syntax-only; target not type-resolved
agent/agent.go:272:1:agentModelUSDCBalance	agent/agent.go	276	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:272:1:agentModelUSDCBalance	agent/agent.go	276	string	syntax-only; target not type-resolved
agent/agent.go:272:1:agentModelUSDCBalance	agent/agent.go	280	agentWalletAddressFromPrivateKey	syntax-only; target not type-resolved
agent/agent.go:272:1:agentModelUSDCBalance	agent/agent.go	281	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:272:1:agentModelUSDCBalance	agent/agent.go	284	agentQueryUSDCBalanceCached	syntax-only; target not type-resolved
agent/agent.go:291:1:agentProviderSupportsUSDCBalance	agent/agent.go	292	strings.ToLower	syntax-only; target not type-resolved
agent/agent.go:291:1:agentProviderSupportsUSDCBalance	agent/agent.go	292	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:300:1:agentModelHasUsableAPIKey	agent/agent.go	304	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:300:1:agentModelHasUsableAPIKey	agent/agent.go	304	string	syntax-only; target not type-resolved
agent/agent.go:300:1:agentModelHasUsableAPIKey	agent/agent.go	317	strings.ToLower	syntax-only; target not type-resolved
agent/agent.go:300:1:agentModelHasUsableAPIKey	agent/agent.go	317	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:300:1:agentModelHasUsableAPIKey	agent/agent.go	318	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:300:1:agentModelHasUsableAPIKey	agent/agent.go	318	os.Getenv	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	322	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	323	strings.HasPrefix	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	324	fmt.Errorf	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	326	len	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	327	fmt.Errorf	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	330	gethcrypto.HexToECDSA	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	330	strings.TrimPrefix	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	335	gethcrypto.PubkeyToAddress(privateKeyObj.PublicKey).Hex	syntax-only; target not type-resolved
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	335	gethcrypto.PubkeyToAddress	syntax-only; target not type-resolved
agent/agent.go:338:1:resolveModelRuntimeConfig	agent/agent.go	339	strings.ToLower	syntax-only; target not type-resolved
agent/agent.go:338:1:resolveModelRuntimeConfig	agent/agent.go	339	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:338:1:resolveModelRuntimeConfig	agent/agent.go	340	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:338:1:resolveModelRuntimeConfig	agent/agent.go	341	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:338:1:resolveModelRuntimeConfig	agent/agent.go	342	strings.TrimSpace	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	377	a.logger.Info	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	377	branding.PersonaName	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	378	a.EnsureAIClient	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	381	NewSentinel	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	382	a.sentinel.Start	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	384	NewBrain	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	386	a.brain.StartNewsScan	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	389	a.brain.StartMarketBriefs	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	391	NewScheduler	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	392	a.scheduler.Start	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	392	context.Background	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	394	a.logger.Info	syntax-only; target not type-resolved
agent/agent.go:376:1:Start	agent/agent.go	394	branding.PersonaName	syntax-only; target not type-resolved
agent/agent.go:397:1:Stop	agent/agent.go	403	close	syntax-only; target not type-resolved
agent/agent.go:397:1:Stop	agent/agent.go	406	a.sentinel.Stop	syntax-only; target not type-resolved
agent/agent.go:397:1:Stop	agent/agent.go	409	a.brain.Stop	syntax-only; target not type-resolved
agent/agent.go:397:1:Stop	agent/agent.go	412	a.scheduler.Stop	syntax-only; target not type-resolved
agent/agent.go:417:1:HandleMessage	agent/agent.go	418	a.EnsureAIClient	syntax-only; target not type-resolved
agent/agent.go:417:1:HandleMessage	agent/agent.go	419	a.handleMessageForStoreUser	syntax-only; target not type-resolved
agent/agent.go:424:1:HandleMessageForStoreUser	agent/agent.go	425	a.handleMessageForStoreUser	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	429	a.ensureAIClientForStoreUser	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	432	strings.HasPrefix	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	433	strings.Index	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	439	a.logger.Info	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	443	a.handleStatus	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	446	a.clearConversationState	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	452	a.handleTradeConfirmation	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	455	a.handleModelWalletBalanceQuestion	syntax-only; target not type-resolved
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	460	a.thinkAndAct	syntax-only; target not type-resolved
agent/agent.go:466:1:HandleMessageStream	agent/agent.go	467	a.EnsureAIClient	syntax-only; target not type-resolved
agent/agent.go:466:1:HandleMessageStream	agent/agent.go	468	a.handleMessageStreamForStoreUser	syntax-only; target not type-resolved
agent/agent.go:472:1:HandleMessageStreamForStoreUser	agent/agent.go	473	a.handleMessageStreamForStoreUser	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	477	a.ensureAIClientForStoreUser	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	480	strings.HasPrefix	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	481	strings.Index	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	487	a.logger.Info	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	490	a.handleStatus	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	493	a.clearConversationState	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	499	a.handleTradeConfirmation	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	501	emitStreamText	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	505	a.handleModelWalletBalanceQuestion	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	507	emitStreamText	syntax-only; target not type-resolved
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	511	a.thinkAndActStream	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	519	a.history.Clear	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	521	a.clearTaskState	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	522	a.clearSkillSession	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	523	a.clearActiveSkillSession	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	524	a.clearPendingProposalSession	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	525	a.clearWorkflowSession	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	526	a.clearExecutionState	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	527	a.clearReferenceMemory	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	528	a.SnapshotManager(userID).Clear	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	528	a.SnapshotManager	syntax-only; target not type-resolved
agent/agent.go:514:1:clearConversationState	agent/agent.go	529	a.clearSetupState	syntax-only; target not type-resolved
agent/agent.go:546:1:buildSystemPrompt	agent/agent.go	547	a.buildSystemPromptForStoreUser	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	552	a.getTradersSummaryForStoreUser	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	555	a.sentinel.FormatWatchlist	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	557	skillCatalogPrompt	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	560	fmt.Sprintf	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	560	branding.PersonaName	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	645	kernel.FormatCT	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	645	time.Now	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	648	fmt.Sprintf	syntax-only; target not type-resolved
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	648	branding.PersonaName	syntax-only; target not type-resolved
